Synergy,Tissue_of_origin,HBA_1,clogP_1,HBD_1,Lipinski_1,MW_1,HBA_2,clogP_2,HBD_2,Lipinski_2,MW_2,IC50_1,EMax_1,H_1,Max_C_1,AUC_1,IC50_2,EMax_2,H_2,Max_C_2,AUC_2,Stitch_D2D,Target_D2D,Syn_D2D
0,2,NaN,NaN,NaN,NaN,NaN,7,3.88,3,0,457.7,0.095093735,49.51957963,0.708687,1,63.1741284348435,0.042898031,2.10943915,2.2546916,1,7.00059017182939,0,NaN,0.0378494322843145
0,2,NaN,NaN,NaN,NaN,NaN,10,2.63,1,1,513.6,0.095093735,49.51957963,0.708687,1,63.1741284348435,0.136340046,0,0.9398378,3,43.1016400408346,0,NaN,0.239353825780041
0,2,8,0.59,2,0,412.5,7,3.88,3,0,457.7,0.001293151,15.27871789,1.3398002,0.01,0.343269312814646,0.042898031,2.10943915,2.2546916,1,7.00059017182939,0,NaN,0.152254864150105
0,2,11,9.62,4,3,945.5,8,4.49,2,0,485.9,0.037330269,0.89738117,2.0783798,1,5.42038905686792,0.129993535,49.261173,0.9991397,1,62.5495513353986,0.24020618556701,NaN,0.0950328049251894
0,2,11,9.62,4,3,945.5,6,4.8,0,0,462.6,0.037330269,0.89738117,2.0783798,1,5.42038905686792,0.071948398,54.5009931,1.0582311,1,61.9455888854449,0,NaN,0.0950328049251894
0,2,11,9.62,4,3,945.5,7,3.88,3,0,457.7,0.037330269,0.89738117,2.0783798,1,5.42038905686792,0.042898031,2.10943915,2.2546916,1,7.00059017182939,0.404123711340206,NaN,0.0950328049251894
0,2,11,9.62,4,3,945.5,7,2.13,3,0,441.5,0.037330269,0.89738117,2.0783798,1,5.42038905686792,0.190101078,78.74518968,3.2412186,1,82.4517932271739,0,NaN,0.728293877846116
1,2,NaN,NaN,NaN,NaN,NaN,9,4.98,2,1,615.4,0.431124322,57.36543513,0.469998,3,219.604661082454,0.225975973,3.28828508,0.5651915,1,44.0671157019773,0,NaN,-0
0,2,8,4.49,2,0,485.9,8,4.43,3,0,463.6,0.129993535,49.261173,0.9991397,1,62.5495513353986,0.033756281,2.17243158,2.3688141,1,5.67877872592278,0,NaN,1.30433703068457
1,2,8,4.49,2,0,485.9,7,3.88,3,0,457.7,0.129993535,49.261173,0.9991397,1,62.5495513353986,0.042898031,2.10943915,2.2546916,1,7.00059017182939,1,NaN,0.152254864150105
0,2,8,4.51,2,0,473.9,8,4.43,3,0,463.6,0.625836307,0,1.3413709,1,60.409121972794,0.033756281,2.17243158,2.3688141,1,5.67877872592278,0,NaN,0.938656359239187
0,2,8,4.51,2,0,473.9,7,3.88,3,0,457.7,0.625836307,0,1.3413709,1,60.409121972794,0.042898031,2.10943915,2.2546916,1,7.00059017182939,0,NaN,0.0615761039273632
0,2,8,4.51,2,0,473.9,9,2.47,1,0,462.6,0.625836307,0,1.3413709,1,60.409121972794,0.044792531,1.26972833,2.1839563,1,6.60436959805411,0,NaN,0.637589321969782
0,2,8,4.51,2,0,473.9,7,2.13,3,0,441.5,0.625836307,0,1.3413709,1,60.409121972794,0.190101078,78.74518968,3.2412186,1,82.4517932271739,0,NaN,1.30433703068457
0,2,NaN,NaN,NaN,NaN,NaN,8,4.43,3,0,463.6,0.52531213,2.16404988,1.0948947,1,56.1932836648981,0.033756281,2.17243158,2.3688141,1,5.67877872592278,0,NaN,0.0615761039273632
1,2,NaN,NaN,NaN,NaN,NaN,10,2.63,1,1,513.6,0.093441419,23.43664626,0.8461883,1,42.2187378674876,0.136340046,0,0.9398378,3,43.1016400408346,0,NaN,0.477044425109768
0,2,8,4.43,3,0,463.6,NaN,NaN,NaN,NaN,NaN,0.033756281,2.17243158,2.3688141,1,5.67877872592278,0.461937151,11.09522808,1.422863,1,57.3750105711935,0,NaN,3.08575408098297
0,2,8,4.43,3,0,463.6,NaN,NaN,NaN,NaN,NaN,0.033756281,2.17243158,2.3688141,1,5.67877872592278,0.631466168,0,1.3816009,1,60.8110738631611,0,NaN,0.0615761039273632
0,2,7,3.88,3,0,457.7,9,2.47,1,0,462.6,0.042898031,2.10943915,2.2546916,1,7.00059017182939,0.044792531,1.26972833,2.1839563,1,6.60436959805411,0,NaN,0.152254864150105
1,2,7,3.88,3,0,457.7,10,2.63,1,1,513.6,0.042898031,2.10943915,2.2546916,1,7.00059017182939,0.136340046,0,0.9398378,3,43.1016400408346,0.248453608247423,NaN,-0
0,2,7,3.88,3,0,457.7,NaN,NaN,NaN,NaN,NaN,0.042898031,2.10943915,2.2546916,1,7.00059017182939,0.461937151,11.09522808,1.422863,1,57.3750105711935,0,NaN,3.08575408098297
0,2,9,2.47,1,0,462.6,10,2.63,1,1,513.6,0.044792531,1.26972833,2.1839563,1,6.60436959805411,0.136340046,0,0.9398378,3,43.1016400408346,0,NaN,0.477044425109768
0,2,9,2.47,1,0,462.6,7,2.13,3,0,441.5,0.044792531,1.26972833,2.1839563,1,6.60436959805411,0.190101078,78.74518968,3.2412186,1,82.4517932271739,0,0,3.08575408098297
0,2,9,2.47,1,0,462.6,NaN,NaN,NaN,NaN,NaN,0.044792531,1.26972833,2.1839563,1,6.60436959805411,0.631466168,0,1.3816009,1,60.8110738631611,0,NaN,0.152254864150105
0,2,7,1.24,1,0,434.5,10,2.63,1,1,513.6,0.070496716,80.72473342,0.8274976,1,84.0688225197171,0.136340046,0,0.9398378,3,43.1016400408346,0,NaN,0.477044425109768
1,2,10,2.63,1,1,513.6,5,3.18,3,0,379.5,0.136340046,0,0.9398378,3,43.1016400408346,0.102976096,45.07137213,0.8329225,1,59.1581295898332,0,NaN,-0
0,2,8,1.58,2,0,410.4,7,2.13,3,0,441.5,0.094843175,35.94864197,0.5612082,1,55.8691018780125,0.190101078,78.74518968,3.2412186,1,82.4517932271739,0,NaN,0.477044425109768
0,2,7,1.67,1,0,457.5,NaN,NaN,NaN,NaN,NaN,0.038707903,0,1.7459817,1,5.72486471237756,0.814803418,0,0.5587105,1,58.9441505843324,0,NaN,0.152254864150105
1,2,8,1.18,5,0,428.9,9,3.05,2,1,651.8,0.0001,7.9192686,0.1,1,35.6321374411445,0.294129015,4.16270981,1.620343,3,57.3999894584019,0,NaN,0.637589321969782
0,2,8,1.18,5,0,428.9,10,2.12,5,0,419.5,0.0001,7.9192686,0.1,1,35.6321374411445,0.264338599,7.76795249,2.1438601,3,54.9167850156478,0,NaN,0.0615761039273632
1,2,6,3.24,3,0,407.5,9,3.05,2,1,651.8,0.091830337,0,1.1243191,1,19.8761469350831,0.294129015,4.16270981,1.620343,3,57.3999894584019,0,NaN,0.637589321969782
0,2,6,3.24,3,0,407.5,NaN,NaN,NaN,NaN,NaN,0.091830337,0,1.1243191,1,19.8761469350831,0.064834107,1.03106633,1.352455,1,13.5674222046306,0,NaN,-0
1,2,6,3.24,3,0,407.5,7,5.6,1,1,446.9,0.091830337,0,1.1243191,1,19.8761469350831,0.183729034,0,1.2067246,1,30.8245157303445,0,NaN,3.08575408098297
0,2,6,3.24,3,0,407.5,NaN,NaN,NaN,NaN,NaN,0.091830337,0,1.1243191,1,19.8761469350831,0.081599679,0,1.1360175,1,18.0638039213138,0,NaN,0.0615761039273632
1,2,6,3.24,3,0,407.5,10,2.63,1,1,513.6,0.091830337,0,1.1243191,1,19.8761469350831,0.007685489,19.54145719,2.2346471,0.1,2.71463849992146,0,NaN,0.287550143732551
0,2,8,0.59,2,0,412.5,NaN,NaN,NaN,NaN,NaN,0.003115275,38.7992773,10,0.01,0.571821943605492,1.295579149,64.19192104,10,3,236.737271036508,0,NaN,0.782341853483062
1,2,9,3.05,2,1,651.8,NaN,NaN,NaN,NaN,NaN,0.294129015,4.16270981,1.620343,3,57.3999894584019,0.175672717,5.39889004,1.5603838,3,44.2634854477806,0,NaN,0.637589321969782
1,2,9,3.05,2,1,651.8,9,2.47,1,0,462.6,0.294129015,4.16270981,1.620343,3,57.3999894584019,0.336325656,0,1.199593,3,65.7113995398695,0,0,0.152254864150105
1,2,9,3.05,2,1,651.8,10,2.63,1,1,513.6,0.294129015,4.16270981,1.620343,3,57.3999894584019,0.007685489,19.54145719,2.2346471,0.1,2.71463849992146,0,NaN,-0
1,2,NaN,NaN,NaN,NaN,NaN,7,3.88,3,0,457.7,0.019625364,57.23979199,1.9411681,0.3,18.1643702431454,0.018372078,0,3.9481917,1,1.06385410633165,0,NaN,0.152254864150105
1,2,NaN,NaN,NaN,NaN,NaN,9,4.98,2,1,615.4,0.019625364,57.23979199,1.9411681,0.3,18.1643702431454,0.549918504,0.08550147,2.0605606,3,72.6362346836547,0,NaN,-0
0,2,NaN,NaN,NaN,NaN,NaN,8,4.43,3,0,463.6,0.064834107,1.03106633,1.352455,1,13.5674222046306,0.0001,6.11151053,0.1,1,34.3880795022278,0,NaN,-0
0,2,NaN,NaN,NaN,NaN,NaN,10,2.63,1,1,513.6,0.064834107,1.03106633,1.352455,1,13.5674222046306,0.007685489,19.54145719,2.2346471,0.1,2.71463849992146,0,NaN,-0
0,2,8,4.51,2,0,473.9,9,2.47,1,0,462.6,0.016466259,0,3.6216918,1,0.905400817896578,0.336325656,0,1.199593,3,65.7113995398695,0,NaN,0.637589321969782
1,2,NaN,NaN,NaN,NaN,NaN,9,2.47,1,0,462.6,0.081599679,0,1.1360175,1,18.0638039213138,0.336325656,0,1.199593,3,65.7113995398695,0,0,0.152254864150105
1,2,NaN,NaN,NaN,NaN,NaN,10,2.63,1,1,513.6,0.081599679,0,1.1360175,1,18.0638039213138,0.007685489,19.54145719,2.2346471,0.1,2.71463849992146,0,NaN,0.477044425109768
0,2,NaN,NaN,NaN,NaN,NaN,9,2.47,1,0,462.6,0.17655843,0,0.6826946,1,37.1181108396589,0.336325656,0,1.199593,3,65.7113995398695,0,0,0.152254864150105
0,2,8,4.43,3,0,463.6,NaN,NaN,NaN,NaN,NaN,0.0001,6.11151053,0.1,1,34.3880795022278,0.087899434,0,1.1608883,1,18.7479083698147,0,NaN,-0
0,2,NaN,NaN,NaN,NaN,NaN,7,1.24,1,0,434.5,0.09125685,0,1.2800777,1,17.7943509174386,0.016835469,0,3.5652954,1,0.954370182646581,0,0,0.152254864150105
0,2,7,3.88,3,0,457.7,9,2.47,1,0,462.6,0.018372078,0,3.9481917,1,1.06385410633165,0.336325656,0,1.199593,3,65.7113995398695,0,NaN,0.152254864150105
0,2,9,2.47,1,0,462.6,10,2.63,1,1,513.6,0.336325656,0,1.199593,3,65.7113995398695,0.007685489,19.54145719,2.2346471,0.1,2.71463849992146,0,NaN,0.477044425109768
0,2,NaN,NaN,NaN,NaN,NaN,11,9.62,4,3,945.5,0.055009017,54.09263958,0.4464461,1,67.2217440692709,0.051786327,61.98757292,1.0576636,1,66.6054507077304,0,NaN,3.08575408098297
0,2,NaN,NaN,NaN,NaN,NaN,8,4.43,3,0,463.6,0.055009017,54.09263958,0.4464461,1,67.2217440692709,0.472663172,0,0.9659949,1,52.6925487484598,0,NaN,3.08575408098297
0,2,NaN,NaN,NaN,NaN,NaN,7,3.88,3,0,457.7,0.055009017,54.09263958,0.4464461,1,67.2217440692709,0.001093034,90.72501194,10,0.1,8.9830955188709,0,NaN,3.08575408098297
0,2,8,1.18,5,0,428.9,8,0.59,2,0,412.5,0.081206639,91.94821922,1.8233599,1,91.9884207619993,0.212110937,18.85209849,1.2685768,1,45.630787557739,0,NaN,0.0615761039273632
0,2,8,1.18,5,0,428.9,8,4.49,2,0,485.9,0.081206639,91.94821922,1.8233599,1,91.9884207619993,0.232545505,24.13936021,1.5881295,1,48.7499558479038,0,NaN,3.08575408098297
1,2,8,1.18,5,0,428.9,8,4.43,3,0,463.6,0.081206639,91.94821922,1.8233599,1,91.9884207619993,0.472663172,0,0.9659949,1,52.6925487484598,0,NaN,-0
0,2,8,1.18,5,0,428.9,8,1.58,2,0,410.4,0.081206639,91.94821922,1.8233599,1,91.9884207619993,0.858046369,0,0.8038224,1,63.0103624999964,0,NaN,0.287550143732551
0,2,8,1.18,5,0,428.9,NaN,NaN,NaN,NaN,NaN,0.081206639,91.94821922,1.8233599,1,91.9884207619993,0.218294436,53.67551561,3.820815,1,63.9751633848689,0,NaN,0.0615761039273632
0,2,8,1.18,5,0,428.9,NaN,NaN,NaN,NaN,NaN,0.081206639,91.94821922,1.8233599,1,91.9884207619993,0.102682681,69.59963574,10,1,71.7731722230691,0,NaN,0.0615761039273632
0,2,6,3.24,3,0,407.5,7,4.08,4,0,449,0.817985161,0,0.5738707,1,59.2098860502604,0.17592665,42.91638105,0.5995098,1,64.4225189505737,0,NaN,0.245424365196252
0,2,6,3.24,3,0,407.5,11,9.62,4,3,945.5,0.817985161,0,0.5738707,1,59.2098860502604,0.051786327,61.98757292,1.0576636,1,66.6054507077304,0,NaN,1.05703429226683
0,2,6,3.24,3,0,407.5,NaN,NaN,NaN,NaN,NaN,0.817985161,0,0.5738707,1,59.2098860502604,0.10279585,68.24968974,10,1,70.5678019149282,0,NaN,0.0615761039273632
0,2,6,3.24,3,0,407.5,10,2.63,1,1,513.6,0.817985161,0,0.5738707,1,59.2098860502604,0.207471568,46.4514854,1.0767016,1,64.5745463096374,0,NaN,0.287550143732551
0,2,NaN,NaN,NaN,NaN,NaN,11,9.62,4,3,945.5,0.157868063,58.84743706,0.999416,1,70.8084271741409,0.051786327,61.98757292,1.0576636,1,66.6054507077304,0,NaN,0.9720937144443
0,2,NaN,NaN,NaN,NaN,NaN,7,3.88,3,0,457.7,0.157868063,58.84743706,0.999416,1,70.8084271741409,0.001093034,90.72501194,10,0.1,8.9830955188709,0,NaN,0.0378494322843145
0,2,7,4.08,4,0,449,9,2.47,1,0,462.6,0.17592665,42.91638105,0.5995098,1,64.4225189505737,0.062319864,62.43453683,0.8418638,1,69.2267810547436,0,NaN,0.938656359239187
0,2,7,4.08,4,0,449,7,1.67,1,0,457.5,0.17592665,42.91638105,0.5995098,1,64.4225189505737,0.0075,93.2391889,0.1,75,7076.05228146745,0,NaN,0.432621192251512
0,2,8,0.59,2,0,412.5,7,3.88,3,0,457.7,0.212110937,18.85209849,1.2685768,1,45.630787557739,0.001093034,90.72501194,10,0.1,8.9830955188709,0,NaN,0.152254864150105
0,2,11,9.62,4,3,945.5,8,4.49,2,0,485.9,0.051786327,61.98757292,1.0576636,1,66.6054507077304,0.232545505,24.13936021,1.5881295,1,48.7499558479038,0.24020618556701,NaN,0.0950328049251894
0,2,11,9.62,4,3,945.5,7,3.88,3,0,457.7,0.051786327,61.98757292,1.0576636,1,66.6054507077304,0.001093034,90.72501194,10,0.1,8.9830955188709,0.404123711340206,NaN,0.0950328049251894
0,2,8,4.49,2,0,485.9,8,4.43,3,0,463.6,0.232545505,24.13936021,1.5881295,1,48.7499558479038,0.472663172,0,0.9659949,1,52.6925487484598,0,NaN,1.30433703068457
0,2,8,4.49,2,0,485.9,7,3.88,3,0,457.7,0.232545505,24.13936021,1.5881295,1,48.7499558479038,0.001093034,90.72501194,10,0.1,8.9830955188709,1,NaN,0.152254864150105
0,2,8,4.51,2,0,473.9,8,4.43,3,0,463.6,0.258617958,40.62102145,0.9133761,1,64.3846422612632,0.472663172,0,0.9659949,1,52.6925487484598,0,NaN,0.938656359239187
0,2,NaN,NaN,NaN,NaN,NaN,8,4.43,3,0,463.6,0.10279585,68.24968974,10,1,70.5678019149282,0.472663172,0,0.9659949,1,52.6925487484598,0,NaN,0.0615761039273632
0,2,NaN,NaN,NaN,NaN,NaN,9,2.47,1,0,462.6,0.10279585,68.24968974,10,1,70.5678019149282,0.062319864,62.43453683,0.8418638,1,69.2267810547436,0,0,0.152254864150105
0,2,6,4.8,0,0,462.6,7,3.88,3,0,457.7,0.127182511,76.09177867,1.3028588,1,80.7767891466276,0.001093034,90.72501194,10,0.1,8.9830955188709,0,NaN,0.152254864150105
0,2,6,4.8,0,0,462.6,9,2.47,1,0,462.6,0.127182511,76.09177867,1.3028588,1,80.7767891466276,0.062319864,62.43453683,0.8418638,1,69.2267810547436,0,0,0.152254864150105
0,2,8,4.43,3,0,463.6,NaN,NaN,NaN,NaN,NaN,0.472663172,0,0.9659949,1,52.6925487484598,0.11213835,44.44187504,0.8978881,1,58.7195998660523,0,NaN,3.08575408098297
0,2,7,3.88,3,0,457.7,5,3.18,3,0,379.5,0.001093034,90.72501194,10,0.1,8.9830955188709,0.238212402,27.88629917,1.7838465,1,50.7394302648793,0.2,NaN,0.152254864150105
0,2,9,2.47,1,0,462.6,10,2.63,1,1,513.6,0.062319864,62.43453683,0.8418638,1,69.2267810547436,0.207471568,46.4514854,1.0767016,1,64.5745463096374,0,NaN,0.477044425109768
0,2,9,2.47,1,0,462.6,7,2.13,3,0,441.5,0.062319864,62.43453683,0.8418638,1,69.2267810547436,0.235409029,34.65841591,1.1824789,1,58.0449698061647,0,0,3.08575408098297
0,2,9,2.47,1,0,462.6,NaN,NaN,NaN,NaN,NaN,0.062319864,62.43453683,0.8418638,1,69.2267810547436,0.11213835,44.44187504,0.8978881,1,58.7195998660523,0,NaN,3.08575408098297
0,2,7,1.24,1,0,434.5,10,2.63,1,1,513.6,0.607940084,0,0.8215333,1,57.1008966174435,0.207471568,46.4514854,1.0767016,1,64.5745463096374,0,NaN,0.477044425109768
0,2,7,1.24,1,0,434.5,7,1.67,1,0,457.5,0.607940084,0,0.8215333,1,57.1008966174435,0.0075,93.2391889,0.1,75,7076.05228146745,0,NaN,0.152254864150105
0,2,10,2.63,1,1,513.6,5,3.18,3,0,379.5,0.207471568,46.4514854,1.0767016,1,64.5745463096374,0.238212402,27.88629917,1.7838465,1,50.7394302648793,0,NaN,-0
0,2,10,2.63,1,1,513.6,NaN,NaN,NaN,NaN,NaN,0.207471568,46.4514854,1.0767016,1,64.5745463096374,0.218294436,53.67551561,3.820815,1,63.9751633848689,0,NaN,-0
0,2,8,1.58,2,0,410.4,7,2.13,3,0,441.5,0.858046369,0,0.8038224,1,63.0103624999964,0.235409029,34.65841591,1.1824789,1,58.0449698061647,0,NaN,0.477044425109768
0,2,7,1.67,1,0,457.5,NaN,NaN,NaN,NaN,NaN,0.0075,93.2391889,0.1,75,7076.05228146745,0.218294436,53.67551561,3.820815,1,63.9751633848689,0,NaN,0.152254864150105
0,2,7,1.67,1,0,457.5,NaN,NaN,NaN,NaN,NaN,0.0075,93.2391889,0.1,75,7076.05228146745,0.102682681,69.59963574,10,1,71.7731722230691,0,NaN,0.152254864150105
0,2,NaN,NaN,NaN,NaN,NaN,8,1.18,5,0,428.9,0.094510471,44.19236299,1.5326792,1,52.5821816734811,0.012552844,46.61465912,0.7382486,1,50.8268912624178,0,NaN,3.08575408098297
0,2,NaN,NaN,NaN,NaN,NaN,8,4.43,3,0,463.6,0.094510471,44.19236299,1.5326792,1,52.5821816734811,0.001393334,0.34785353,2.5378998,0.3,0.129671189819487,0,NaN,3.08575408098297
0,2,NaN,NaN,NaN,NaN,NaN,7,3.88,3,0,457.7,0.094510471,44.19236299,1.5326792,1,52.5821816734811,0.074090277,13.08461222,0.1830929,1,49.5619637472523,0,NaN,3.08575408098297
0,2,NaN,NaN,NaN,NaN,NaN,9,2.47,1,0,462.6,0.094510471,44.19236299,1.5326792,1,52.5821816734811,0.309683228,16.6662418,0.340574,3,146.347096258052,0,0,3.08575408098297
0,2,NaN,NaN,NaN,NaN,NaN,10,2.63,1,1,513.6,0.094510471,44.19236299,1.5326792,1,52.5821816734811,0.22218297,36.41133441,2.6426599,1,52.7901345373085,0,NaN,3.08575408098297
0,2,8,1.18,5,0,428.9,7,4.08,4,0,449,0.012552844,46.61465912,0.7382486,1,50.8268912624178,0.164708038,40.78330751,2.3649177,1,52.5239931498057,0,NaN,0.245424365196252
0,2,8,1.18,5,0,428.9,8,4.51,2,0,473.9,0.012552844,46.61465912,0.7382486,1,50.8268912624178,0.048348316,43.67049422,0.7478525,3,146.632150082157,0,NaN,2.05716938732198
0,2,8,1.18,5,0,428.9,8,4.43,3,0,463.6,0.012552844,46.61465912,0.7382486,1,50.8268912624178,0.001393334,0.34785353,2.5378998,0.3,0.129671189819487,0,NaN,-0
0,2,8,1.18,5,0,428.9,8,1.58,2,0,410.4,0.012552844,46.61465912,0.7382486,1,50.8268912624178,0.158160716,27.26638058,0.6104275,1,53.7821542917864,0,NaN,0.287550143732551
1,2,8,1.18,5,0,428.9,NaN,NaN,NaN,NaN,NaN,0.012552844,46.61465912,0.7382486,1,50.8268912624178,0.204527426,40.42353206,0.6512792,1,63.6789016137127,0,NaN,0.0615761039273632
0,2,6,3.24,3,0,407.5,7,4.08,4,0,449,0.205462749,30.82795025,0.5997523,1,58.5277329073159,0.164708038,40.78330751,2.3649177,1,52.5239931498057,0,NaN,0.245424365196252
0,2,6,3.24,3,0,407.5,10,2.63,1,1,513.6,0.205462749,30.82795025,0.5997523,1,58.5277329073159,0.22218297,36.41133441,2.6426599,1,52.7901345373085,0,NaN,0.287550143732551
0,2,NaN,NaN,NaN,NaN,NaN,8,4.43,3,0,463.6,0.281953304,0,0.5031753,1,45.5702262977727,0.001393334,0.34785353,2.5378998,0.3,0.129671189819487,0,NaN,-0
0,2,NaN,NaN,NaN,NaN,NaN,10,2.63,1,1,513.6,0.281953304,0,0.5031753,1,45.5702262977727,0.22218297,36.41133441,2.6426599,1,52.7901345373085,0,NaN,0.239353825780041
0,2,7,4.08,4,0,449,7,1.67,1,0,457.5,0.164708038,40.78330751,2.3649177,1,52.5239931498057,0.009715503,38.36540881,0.3805749,1,50.3649097137132,0,NaN,0.432621192251512
0,2,8,0.59,2,0,412.5,11,9.62,4,3,945.5,0.059652559,37.92253013,3.0223036,1,41.3818807621073,0.280995066,43.75546786,3.5003632,1,60.6363941756753,0,NaN,0.0950328049251894
0,2,8,4.49,2,0,485.9,7,3.88,3,0,457.7,0.15215937,34.86434905,1.3946601,1,50.8621347093224,0.074090277,13.08461222,0.1830929,1,49.5619637472523,1,NaN,0.152254864150105
