Observations,KMS_11,BT_20,BT_474,BT_549,CAL_120,CAL_148,CAL_51,CAMA_1,DU_4475,EVSA_T,HCC1143,HCC1187,HCC1395,HCC1419,HCC1428,HCC1500,HCC1569,HCC1806,HCC1937,HCC1954,HCC38,HCC70,Hs_578_T,MCF7,MDA_MB_157,MDA_MB_175_VII,MDA_MB_231,MDA_MB_361,MDA_MB_415,MDA_MB_436,MDA_MB_453,MDA_MB_468,MFM_223,T47D,UACC_812,COLO_205,HCT_116,HT_29,LS_513,NCI_H747,RKO,SW48,SW620,SW837,SW948,KATOIII,NCI_SNU_16,A549,Calu_3,Calu_6,DMS_114,NCI_H1299,NCI_H1437,NCI_H1563,NCI_H1703,NCI_H1793,NCI_H1975,NCI_H2085,NCI_H2170,NCI_H2228,NCI_H226,NCI_H2291,NCI_H23,NCI_H3122,NCI_H358,NCI_H520,NCI_H522,NCI_H838,SW900,x22RV1,VCaP,C32,M14,x647_V,BFTC_905,HT_1197,HT_1376,J82,KU_19_19,RT4,SW780,T_24,TCCSUP,UM_UC_3,VM_CUB_1
ATM,0.213281703696262,0.120077113882237,0.167121407165308,0.147881400285555,0.151825057929122,0.0385964466248675,0.267934341261839,0.0795235942067008,0.10049841620411,0.120209946243769,0.296972079381603,0.204437028941047,0.129010618763348,0.357170501990658,0.290107869472432,0.660511986605676,0.43972749316348,0.169545622338885,0.278283920210056,0.0284723377539223,0.182741207015809,0.0269665317718018,0.0790865155370459,0.122980977558508,0.201463293316447,0.243482533757664,0.189723663538922,0.201854624856829,0.240993013703655,0.231587864814795,0.0960925435296656,0.169559136624219,0.0381048048382463,0.288009138365721,0.221287246370439,0.181079046419704,0.251466464761102,0.609984283950729,0.771886876608007,0.00737228371783185,0.450475428362395,0.439200710559388,0.886305484811754,0.611231094179515,0.388492674813605,1.03104176324137,0.157677263524623,0.0776868229061142,0.118983368753841,0.0697717938338394,0.0496510702145224,0.160988614647656,0.0508240611905628,0.0232667760091362,0.0645645767680425,0.0666535345028474,0.111939276658906,0.00575079202192993,0.0499908508085763,0.0827613363000913,0.015029051249293,0.0999349918766401,0.0355213265413013,0.114266527653912,0.133039612793847,0.0926340166941541,0.0619886318386986,0.021614104923715,0.119189233373362,0.0128772678368252,0.0181496527856473,0.0595376601766606,0.11406917244698,0.0575786181920372,0.0541207062530378,0.162197616455975,0.0391338023643736,0.0557462582,0.0829982675,4.17093956168578,0.2017582117,0.5006639995,0.0729039202,0.0985599896255736,0.0854778458
ATR_1,0.170395592904001,0.122865504481529,0.150657857595738,0.139262878594056,0.14065768534478,0.0297722407899151,0.262234214981599,0.0748848233419401,0.0973715449120364,0.135061409899985,0.285389794331231,0.193914321568979,0.116471975110419,0.335995977009137,0.270861661333457,0.565885354566238,0.881803299562461,0.151787824288121,0.271021786658385,0.0295031449282485,0.168638890405671,0.0237023987226416,0.0710138035042495,0.108966185188434,0.183427363187526,0.23850249106901,0.181266207236805,0.162556220346185,0.192398779905332,0.225454529828124,0.0876167327545828,0.15202391537412,0.0294949568197013,0.258970308767708,0.203968659468568,0.183126321221393,0.258277880567498,0.614524304819936,0.785680969379249,0.00258676881356177,0.470715864818495,0.455513118009383,1.00161242043468,0.654781479309569,0.375850771117209,1.51025027462696,0.12797220281736,0.0697655557310778,0.102932147014959,0.0607316440105634,0.0449981427257957,0.154200497485274,0.0455376673246713,0.018223213435607,0.05635041259509,0.0600173547383472,0.101329841939047,0.00401229436531834,0.0461663980732295,0.0785736471216481,0.0118061967387319,0.0872111089327469,0.0325990697923376,0.102381744886609,0.116523243663468,0.0806209258401582,0.055348452787776,0.0210621570548756,0.112091290075352,0.0111306990104706,0.0120808554845126,0.0540935012969285,0.104195205368345,0.0513154595376818,0.0510013380844966,0.14840542496408,0.0405161120778649,0.0413983479537969,0.0911340856948328,0.0302704337997249,0.074856733169282,0.121498700933849,0.0716569976367938,0.0909878856817039,0.0892335875850964
ATR_2,0.170395592904001,0.122865504481529,0.150657857595738,0.139262878594056,0.14065768534478,0.0297722407899151,0.262234214981599,0.0748848233419401,0.0973715449120364,0.135061409899985,0.285389794331231,0.193914321568979,0.116471975110419,0.335995977009137,0.270861661333457,0.565885354566238,0.881803299562461,0.151787824288121,0.271021786658385,0.0295031449282485,0.168638890405671,0.0237023987226416,0.0710138035042495,0.108966185188434,0.183427363187526,0.23850249106901,0.181266207236805,0.162556220346185,0.192398779905332,0.225454529828124,0.0876167327545828,0.15202391537412,0.0294949568197014,0.258970308767708,0.203968659468568,0.183126321221393,0.258277880567498,0.614524304819936,0.785680969379249,0.00258676881356177,0.470715864818495,0.455513118009383,1.00161242043468,0.654781479309569,0.375850771117209,1.51025027462696,0.12797220281736,0.0697655557310778,0.102932147014959,0.0607316440105634,0.0449981427257957,0.154200497485274,0.0455376673246713,0.018223213435607,0.05635041259509,0.0600173547383472,0.101329841939047,0.00401229436531834,0.0461663980732295,0.0785736471216481,0.0118061967387319,0.0872111089327469,0.0325990697923376,0.102381744886609,0.116523243663468,0.0806209258401583,0.055348452787776,0.0210621570548756,0.112091290075352,0.0111306990104706,0.0120808554845126,0.0540935012969285,0.104195205368345,0.0513154595376818,0.0510013380844966,0.14840542496408,0.0405161120778649,0.0413983479537969,0.0911340856948328,0.0302704337997249,0.074856733169282,0.121498700933849,0.0716569976367938,0.0909878856817039,0.0892335875850964
ATR_3,0.170395592904001,0.122865504481529,0.150657857595738,0.139262878594056,0.14065768534478,0.0297722407899151,0.262234214981599,0.0748848233419401,0.0973715449120364,0.135061409899985,0.285389794331231,0.193914321568979,0.116471975110419,0.335995977009137,0.270861661333457,0.565885354566238,0.881803299562461,0.151787824288121,0.271021786658385,0.0295031449282485,0.168638890405671,0.0237023987226416,0.0710138035042495,0.108966185188434,0.183427363187526,0.23850249106901,0.181266207236805,0.162556220346185,0.192398779905332,0.225454529828124,0.0876167327545828,0.15202391537412,0.0294949568197014,0.258970308767708,0.203968659468568,0.183126321221393,0.258277880567498,0.614524304819936,0.785680969379249,0.00258676881356177,0.470715864818495,0.455513118009383,1.00161242043468,0.654781479309569,0.375850771117209,1.51025027462696,0.12797220281736,0.0697655557310778,0.102932147014959,0.0607316440105634,0.0449981427257957,0.154200497485274,0.0455376673246713,0.018223213435607,0.05635041259509,0.0600173547383472,0.101329841939047,0.00401229436531834,0.0461663980732295,0.0785736471216481,0.0118061967387319,0.0872111089327469,0.0325990697923376,0.102381744886609,0.116523243663468,0.0806209258401583,0.055348452787776,0.0210621570548756,0.112091290075352,0.0111306990104706,0.0120808554845126,0.0540935012969285,0.104195205368345,0.0513154595376818,0.0510013380844966,0.14840542496408,0.0405161120778649,0.0413983479537969,0.0911340856948328,0.0302704337997249,0.074856733169282,0.121498700933849,0.0716569976367938,0.0909878856817039,0.0892335875850964
ATR_4,0.170395592904001,0.432326981,0.387992773,0.5411879911,0.3792253013,0.0140514485,0.1984596237,0.1548565007,0.002001511,0.0677536097,0.4426562772,1,0.2483996623,0.335995977009137,0.3307784248,0.565885354566238,0.881803299562461,0.3035743873,0.8410170344,0,0.0758756056,0.1190678328,0.0505339859,0.3205905458,0.363227737,0.23850249106901,0,0.2670624974,0.2540128755,0.225454529828124,0.2702228705,0.585029647,0.01616813,0.3909978175,0.203968659468568,0.183126321221393,0.258277880567498,0.614524304819936,0.785680969379249,0.00258676881356177,0.470715864818495,0.455513118009383,1.00161242043468,0.654781479309569,0.375850771117209,1.51025027462696,0.12797220281736,0.1812677288,0.2820228356,0.2187725567,0.1063963379,0.154200497485274,0,0,0.05635041259509,0.1939565132,0.2567226321,0.00401229436531834,0.0769565209,0.0785736471216481,0,0.5321374427,0.1313705258,0.102381744886609,0.2421061238,0.3002519196,0.1059730886,0.0308864465,0.112091290075352,0.0143849463028362,0.0163098277794443,0.0540935012969285,0,0.1197166084,0.0800340749,0.4862600643,0,0.2717444691,0.3489887422,0.0470768523894472,0.19475666,1,0.5213376867,0.0889682002,0.573329749
Azacytidine,0.107196633204261,0.123129654165946,0.138020987937698,0.158997921738264,0.176631067282692,0.045750666134941,0.208548303435013,0.0830552932256009,0.083488340033365,0.135781832802658,0.224738639774314,0.143591547471245,0.0788489225583761,0.298646146650127,0.285317391183394,0.234557572843533,0.274116044833235,0.162975182841953,0.253635824613689,0.0385616582752718,0.143906430401289,0.0709983672642635,0.0983045942892994,0.110227460306728,0.171513061698007,0.22988693716054,0.162336440801449,0.124676959964215,0.233088457598194,0.206015994722104,0.119816414703065,0.126187747622899,0.0346190614804059,0.236972013454415,0.192982820849293,0.162068753624319,0.29102092268887,0.56074483403307,0.775836715899179,0.0278048649135243,0.458655475601305,0.368550170895289,0.857041534016661,0.566149624840713,0.305448160954463,4.70077555466851,0.130807104418311,0.0746539411179989,0.108827696524586,0.0735913595521771,0.0511344258942948,0.175268413646145,0.067822973184168,0.020870102379821,0.0535259073096909,0.0565548036218255,0.107815898359134,0.0107831786795382,0.0509734302981444,0.079318030185326,0.0144752589806605,0.0814139205053366,0.0394748837078304,0.0816048964514209,0.139356766098375,0.0794957680592268,0.0568711403794122,0.0418243403172313,0.107698879893294,0.00993306378148067,0.0125033309109047,0.0741855344367729,0.0908841342782723,0.0673164038935676,0.0669364411436981,0.202299858145534,0.0542555256482139,0.0504394797008357,0.113505771472233,1.93949509306368,0.0885637883951335,0.119990441614411,0.0938569661307115,0.097554298727149,0.105447126821658
BCL2,0.0776073126478107,0.0761979221468125,0.0824586031822388,0.223867625641009,0.232018152131888,0.113004772136384,0.120886561125686,0.130375193981834,0.0544368211365485,0.0709239635171581,0.251957089693251,0.0910567878608318,0.119691007064961,0.128060719426782,0.326932551462288,0.522953336739116,0.0437868789340193,0.0935428275358232,0.271324500853846,0.0361894745929668,0.0896687238382106,0.0126884817064784,0.138842108984271,0.06275638263607,0.166701041129307,0.288801325746621,0.18379074871618,0.127331640966176,0.188161423055246,0.107748353961134,0.0604397095224253,0.115173015279843,0.051103681561945,0.207289760710958,0.397346876493187,0.020698766,0,0.0084356842,0.865134452603924,0.3223323583,0,0,0,0,0,0.0946566909800133,0.0722812881456125,0.1779934711,0.1900089472,0.2030964263,0.1668530483,0.2599942463,0,0.089821982,0.0526289393,0.1719310835,0.2501901159,0.4093226508,0.0969590285,0,0.2046047558,0,0.0260949171295066,0,0.113802409727721,0.242566441,0.0351472102,0,0.1189081986,2.16615760675506,3.36416074383058,0.0847420728982955,0.0730169977671706,0.0852164317573068,0.0376025179932264,0.172142987887141,0.0733028227887303,0.0423885164792551,0.0797098040433534,0.0830405788957215,0.0490323351263885,0.101369119300024,0.0925934310978176,0.075330268538288,0.184333940517279
BCL2_2,0.0776073126478107,0.3963998689,0.0824586031822388,0.223867625641009,0.232018152131888,0.113004772136384,0.120886561125686,0.130375193981834,0.0544368211365485,0.1329490252,0.251957089693251,0.3495874951,0.119691007064961,0.3388238949,0.326932551462288,0.522953336739116,0.0570407576,0.0935428275358232,0.271324500853846,0,0.0896687238382106,0.0126884817064784,0.138842108984271,0.3099713675,0.166701041129307,0.288801325746621,0.18379074871618,0.1727085176,0.188161423055246,0.4545385685,0.4954979389,0.115173015279843,0.051103681561945,0.207289760710958,0.397346876493187,0.0451543083299378,0.072936110321079,0.0560553367836583,0.865134452603924,0.118103875302324,0.132916802451569,0.0995658027303324,0.210319427293693,0.0784116192420327,0.0635958619930277,0.0946566909800133,0.0722812881456125,0,0.089539257451761,0.0617401299306208,0,0.2158976083,0.030524561877665,0.0484839403520794,0.0382361481166621,0.0514867444630153,0,0.0467119670690273,0,0,0.074613112,0.5534580168,0.0260949171295066,0,0.5439854861,0.0757055924318581,0.6879826782,0.090980326,0.057176821229527,2.16615760675506,3.36416074383058,0.0847420728982955,0.0730169977671706,0.0852164317573068,0.0376025179932264,0.172142987887141,0.0733028227887303,0.0423885164792551,0.0797098040433534,0.0830405788957215,0.0490323351263885,0.101369119300024,0.0925934310978176,0.075330268538288,0.184333940517279
BCL2_3,0.0776073126478107,0.0761979221468125,0.0824586031822388,0.223867625641009,0.232018152131888,0.113004772136384,0.120886561125686,0.130375193981834,0.0544368211365485,0.0709239635171581,0.251957089693251,0.0910567878608318,0.119691007064961,0.128060719426782,0.326932551462288,0.522953336739116,0.0437868789340193,0.0935428275358232,0.271324500853846,0.0361894745929668,0.0896687238382106,0.0126884817064784,0.138842108984271,0.06275638263607,0.166701041129307,0.288801325746621,0.18379074871618,0.127331640966176,0.188161423055246,0.107748353961134,0.0604397095224253,0.115173015279843,0.051103681561945,0.207289760710958,0.397346876493187,0.0451543083299378,0.072936110321079,0.0560553367836583,0.865134452603924,0.118103875302324,0.132916802451569,0.0995658027303324,0.210319427293693,0.0784116192420327,0.0635958619930277,0.0946566909800133,0.0722812881456125,0.0461298744086681,0.089539257451761,0.0617401299306208,0.0248127635242228,0.0798131804369721,0.030524561877665,0.0484839403520794,0.0382361481166621,0.0514867444630153,0.0613562389820449,0.0467119670690273,0.020069279987228,0.00562629486066476,0.0230748193274592,0.0739168345467459,0.0260949171295066,0.0226386190158575,0.113802409727721,0.0757055924318581,0.0477242634377459,0.0141485395338964,0.057176821229527,2.16615760675506,3.36416074383058,0.0847420728982955,0.0730169977671706,0.0852164317573068,0.0376025179932264,0.172142987887141,0.0733028227887303,0.0423885164792551,0.0797098040433534,0.0830405788957215,0.0490323351263885,0.101369119300024,0.0925934310978176,0.075330268538288,0.184333940517279
BCL2_BCL2L1,0.1400135475,0.4776404012,0.0845966736570331,0.9099552485,0.5535043612,0.1977664666,0.0316178942,0.9250811196,0,0.0885081345376243,0.6497837349,0.5016878554,0.8530959752,0.103027330769525,0.8817492912,0.309242454229885,0.061787834531773,0.1105363022,0.72317591,0.026987657597789,0,0,0.3463459522,0.0542120627461072,0.909,0.320795008130986,0,0.104860830217924,0.194496110760888,0.6730927714,0.0611112292,0.5039277948,0,0.16103971611293,0.261380819827616,0.0298490109580886,0.0846915671329674,0.0500453591847798,0.28833099072375,0.0823536740146282,0.140633672996709,0.07097970726219,0.215965110792767,0.047252259341655,0.0399394950401804,0.175956351,0.0693990971139395,0.0569968093794252,0.0898621512030396,0.075944303220729,0.1775352384,0.0809191507748186,0.049308416143311,0.0498967110727962,0.0370607343466646,0.0476607287619605,0.0698878590909638,0.0433164034303868,0.0299433716657957,0.0161787832382522,0.0344614607622464,0.0745099103959699,0.0231748410824637,0.0222303883532818,0.0933402351998111,0.6213485088,0.0464018721163754,0.0248690266468757,0.052025002551192,2.4053621487235,3.73565842586752,0.058879441148562,0,0,0.0162609127,0.749499746,0.1490210217,0,0.0040216739,0.0963190028,0,0.4823084452,0.3274673323,0.0189304711,0.8220052839
BCL2_BCL2L1_BCL2L2,0.1380081951,0.0836517126016918,0.100933381658107,0.275951476153897,0.267676760653142,0.121459610675919,0.135240094301916,0.9379946342,0.0624763809840369,0.0719336736186367,0.303887720549595,0.102887239115081,0.134543566163247,1,0.379714137923316,0.998606925391842,0.0419922304456264,0.103042882789005,0.323926462955239,0.0308488840707162,0.0918610058875199,0.00253980328338339,0.157735298030255,0.0588534716816506,0.17177769940074,1,0.178344926511602,0.9169970564,0.176674893294707,0.11439362491068,0.0665652313925767,0.129078350981787,0.0492891183250766,0.219463465186813,1,0.0530962321137964,0.0884202474860369,0.0594172324364987,0.713798216432906,0.10881948544211,0.141506060185994,0.109767660130451,0.23113384764973,0.0838056269948583,0.0812729826614453,0.1839631805,0,0.0487479623587946,0.0888933516128827,0.0587213749134416,0.0262918917358723,0.0840618094900807,0.0315456816030557,0.0434999148624098,0.0430827240345341,0.0534303263849102,0.0662995419163951,0.0421915904950622,0.0210189406004791,0.00516867399555767,0.0238074238451911,0.0740406836563127,0.0232759193981244,0.0250661723604969,0.108104461200212,0.6390710296,0.0459983869924141,0.0138744479250436,0.0597700181609821,2.84702531965526,4.42158538566532,0.0701671183208724,0.0709136792245732,0.0715756934932005,0.0395972115007241,0.163051058633013,0.0657524285601126,0.0427131210642431,0.0884747026766391,0.0867454655448715,0,0.113312259897834,0.0947241970867533,0.0726243407087047,0.195398933924801
BCL2L1,0.0935559905499209,0.2806385303,0.0416270981,0.340417869916682,0.316614188424012,0.149551368697941,0.124778535634106,0.3129324836,0.0534121897467315,0.0064,0.33655511082049,0.1122563531,0,0.0414597185,0.434289170165398,0.963427445099825,0,0.087654606524342,0.369440542001889,0,0.0839341582404566,0,0.196509004294408,0.0504652955,0,0.447513666468224,0.19802203372406,0.3238031123,0.0668230761,0.0410218032,0.2735181427,0.0698229584,0.0591550181386542,0.2851331673,0.544243094074366,0.0481074891837272,0.123693006079823,0.122764495787183,0.669952664568513,0.154800317017383,0.15865161692616,0.0825145951281031,0.24642649490003,0.0673111919756282,0.0613319065916104,0.0983449537486637,0.0725593321330761,0.164974206,0.172002642,0.0877436206,0.086741231,0.3493677967,0,0.1916343623,0.075097785,0.144518466,0.4824212347,0.1477565078,0.0769767633,0,0.1393384443,0.5158548977,0,0,0.1800186493,0.3376762424,0.1006198021,0.034957863,0.1223574735,3.11423114723854,4.83657058936204,0.0671655131416018,0.0774654204236967,0.0966454055908045,0.0438426320124235,0.175709564607119,0.0829863374519697,0.054742021935647,0.10475722339744,0.0899540224468138,0.044811681318137,0.13952242997255,0.118845705827147,0.0745727045228551,0.289868195164441
BIRC5,0.180076417815749,0.166099598451425,0.182393489381793,0.203940516751296,0.209232282355873,0.0339668396089992,0.422732493409537,0.112052512852427,0.17005161195697,0.238897672912113,0.505549735986123,0.213586544700409,0.17659914006959,0.342704159056066,0.416919774259226,0.653581641900313,0.284476932190702,0.224819754085794,0.416903658785347,0.0459423034305087,0.276948805790387,0.0301609923127677,0.098929956950367,0.113839724021143,0.261471279278946,0.33601687658967,0.303740135482848,0.174522264659362,0.220118488541986,0.284525672302856,0.0995338931983776,0.180884254257011,0.022725965269339,0.362120839076989,0.286158438669201,0.196417915067349,0.288010200595816,0.546883004775603,0.736956250638683,0.0136454639885612,0.439294750263945,0.420678959667566,0.969769043552481,0.474439276536522,0.376577987231097,0.675624012219117,0.16075401974732,0.0882193997796137,0.138400094165157,0.0766027053063769,0.0580966642671485,0.197722401567679,0.0617707804134593,0.0209754499294997,0.0750508008994615,0.0776634065577573,0.123422376067117,0.0129339822231567,0.0579003937437219,0.0806506508728851,0.0172775241132678,0.111703567294609,0.0458807138584926,0.128776300770035,0.146045666256905,0.109025047124458,0.0759098370615424,0.0366664503068692,0.121155517873842,0.0135454995406522,0.0159104512463884,0.059646584482974,0.170948506892065,0.0518460095867116,0.0553756829619163,0.156682987621944,0.0861829806897553,0.0816179658131519,0.129640081988113,1.52416926579639,0.112815724154908,0.124784839091879,0.0890212290465567,0.133849867818043,0.119873728176915
BRAF_2,0.120379408978274,0.0634417418195283,0.0879872722992677,0.0491043033983257,0.110771930847896,0.0272151880702513,0.0740527364642182,0.0320221148257642,0.00484320283800153,0.202852024671793,0.0753752355115381,0.0386685022365279,0.0461552080917431,0.0950986811149846,0.0886115777921115,0.0294500088321667,0.161772611806808,0.0382194789509272,0.117313824628779,0.0841620625635471,0.0951603038992456,0.0352951668854658,0.103216696738409,0.111356797070706,0.0396742154713435,0.249376129226686,0.0659986193141798,0.116743020176018,0.172887845394789,0.0854258729749384,0.0228932805938059,0.0514632764710892,0.0163141723285687,0.0972239896526994,0.187141217896258,0.0253447005363279,0.0982042103071337,0.077399027974877,0.0342815990419252,0.0547815368102871,0.144357739256834,0.111811997461903,0.0727383523181302,0.0638269719269956,0.0663675740899768,0.0720305449997146,0.0132136878519714,0.0796306649678273,0.082788047932255,0.121298337624187,0.0258365998276355,0.0370612482022166,0.0306393278575588,0.0209195162067951,0.0356175548158249,0.0338637454171392,0.0312533792323184,0.0357583646866508,0.0534127950628331,0.0183898519609639,0.0279237473042923,0.132288838434018,0.0963092544872543,0.0159955777988919,0.0513132551048966,0.0866778618011636,0.0387016838169529,0.0612339281536828,0.0274079901105763,1.11234360438438,0.268083574013507,0.0531544066935583,0.0613695524445828,0.0610968485947493,0.00153272665445505,0.13635850981657,0.144539880392169,0.104240879378954,0.0885379514757274,0.118736602147296,0.100809413787218,0.152575515642844,0.181506167687499,0.109722907949277,0.148077580213968
BRAF_M,0.120379408978274,0.0634417418195283,0.0879872722992677,0.0491043033983257,0.110771930847896,0.0272151880702513,0.0740527364642182,0.0320221148257642,0.00484320283800153,0.202852024671793,0.0753752355115381,0.0386685022365279,0.0461552080917431,0.0950986811149846,0.0886115777921115,0.0294500088321667,0.161772611806808,0.0382194789509272,0.117313824628779,0.0841620625635471,0.0951603038992456,0.0352951668854658,0.103216696738409,0.111356797070706,0.0396742154713435,0.249376129226686,0.0659986193141798,0.116743020176018,0.172887845394789,0.0854258729749384,0.0228932805938059,0.0514632764710892,0.0163141723285687,0.0972239896526994,0.187141217896258,0.0395807496,0.1385456966,0.2078437763,0,0.0547815368102871,0.144357739256834,0.4821489083,0,0.2010508844,0.3763069595,0.0720305449997146,0.0132136878519714,0.535808106,0.8984960792,0.5119639096,0.6038748235,0.0370612482022166,0.0306393278575588,0.0209195162067951,1,0.0338637454171392,0.2998725112,0.0357583646866508,0.0534127950628331,0.1220524804,0,0,0.0963092544872543,0.0159955777988919,0.2770401412,0.0866778618011636,0.0387016838169529,0.0612339281536828,0.0274079901105763,1.11234360438438,0.268083574013507,0.0531544066935583,0.0613695524445828,0.0610968485947493,0.00153272665445505,0.13635850981657,0.144539880392169,0.104240879378954,0.0885379514757274,0.118736602147296,0.100809413787218,0.152575515642844,0.181506167687499,0.109722907949277,0.148077580213968
BRAF_M2,0.120379408978274,0.676512679,0.5723979199,0.0491043033983257,0.110771930847896,0.0272151880702513,0.0740527364642182,0.7115963267,0.00484320283800153,0.6831563289,0.0753752355115381,0.3844513504,0.3703742678,0.5535125074,0.0886115777921115,0.0294500088321667,0.7240113494,0.0382194789509272,0.117313824628779,0.0841620625635471,0.0951603038992456,0.0352951668854658,0.103216696738409,0.7477229362,0,0.249376129226686,0.0659986193141798,0.116743020176018,0.5805757499,0.7024620849,0.265371895,0.7990321401,0.0163141723285687,0.699298411,0.187141217896258,0,0.0982042103071337,0.8880142898,0,0,1,0.111811997461903,0.2807066837,0.492366724,0.8900019883,0.0720305449997146,0.0132136878519714,0.0614699782,0,0.121298337624187,0,0.0645667406,0,0,0.225155235,0.1577893979,0.0312533792323184,0.3005027217,0.2688542267,0,0.0279237473042923,0.132288838434018,0.0963092544872543,0,0.0513132551048966,0.8200749108,0.0387016838169529,0.8499707692,0.0274079901105763,1.11234360438438,0.268083574013507,0.0531544066935583,0.0613695524445828,0.0610968485947493,0.00153272665445505,0.13635850981657,0.144539880392169,0.104240879378954,0.0885379514757274,0.118736602147296,0.100809413787218,0.152575515642844,0.181506167687499,0.109722907949277,0.148077580213968
BRAF_VEGFR2,0.0803189269375539,0.0576854540542247,0.0800383533820118,0.045707442160873,0.0982654453031315,0.0234628429997149,0.0644720936739567,0.0291411246122715,0.00236262757921071,0.259713119052332,0.0689888553002973,0.0366016740781937,0.0412284476454762,0.0917556411425685,0.0770877717959333,0.000151809653221732,0.189872035307388,0.0376588698148039,0.106937614617627,0.0775378195938624,0.0871528547153343,0.0389578959391794,0.0927190383063374,0.11262862090018,0.037948139672252,0.206003138753728,0.0553126272924836,0.0968282947325412,0.168984094589998,0.0785116233965144,0.0190354438618476,0.0461484391986555,0.0128413215706326,0.103432373562363,0.181120301825824,0.0306495225339106,0.105099355615136,0.0775716028351272,0.0375902185825177,0.0595618628032485,0.132276707238724,0.112115725380632,0.0794168779339337,0.0654488867921902,0.0679350506660043,0.0462332136984946,0.0022580527606051,0.0797850636846218,0.0806708322476125,0.117750266776228,0.0218920752191641,0.0369983195338486,0.026510748640625,0.0170705286596495,0.0340391113422178,0.0327249513109079,0.0245003375872163,0.035345012426584,0.0465259248602077,0.0168396212390406,0.0265481832683633,0.140288176909709,0.0932137833768853,0.0153240379964629,0.0519654110253309,0.0795387663345035,0.0356323612563315,0.0500068789506556,0.0248500387778266,0.98689673539401,0.224562195811456,0.0482199286423428,0.0561352049547349,0.0382835220826788,0.000924951770254529,0.118975346353779,0.133353802250129,0.093326504833227,0.100591546668254,0.0975933045347829,0.0874690271227209,0.148292212578519,0.185143814162521,0.115242767106605,0.131765916436131
Carboplatin,0.0342440901808326,0.153178262637253,0.114300015698128,0.288939896163868,0.271638566533274,0.151058798513938,0.244620135240044,0.12393418221589,0.0640791411185091,0.0793426125461291,0.222890275795349,0.0915690456046079,0.0721783394109548,0.424006698418086,0.325940751031115,0.174600016039118,0.0383823692800255,0.313350338556438,0.293396269120678,0.0509342919682053,0.147011301359391,0.158253603534731,0.152625959959099,0.153944170480977,0.218526369017639,0.267528262312626,0.232676384901892,0.110369544340866,0.263020632361795,0.175242057350116,0.117812542271027,0.11565104847079,0.0526659001088976,0.282864094755579,0.57005643905389,0.0346926374138126,0.334873328680468,0.635809271268788,0.688023214368213,0.231453781885044,0.230701555947961,0.270568380994565,0.630854138530813,0.600928482280864,0.0798543220691475,1.59000401405837,0,0.0840732542215195,0.189667771175962,0.0928935779,0.1739928605,0.399290423876785,0.248850123003437,0.1789817774,0.101537359962595,0.1054487718,0.169120106477092,0.0714618736996472,0.1879893494,0.0873182362,0,0.1617811832,0.1159601846,0.0464961544,0.478321291381573,0.1731917043,0.0710148029,0.178214311586282,0.2906902328,28.5085833372005,44.2753826527441,0.400552166164804,0.125352624642993,0.141926718633981,0.198534635819776,0.789015814162034,0.172461330266358,0.181234668443693,0.373947190044743,0.411667954818779,0.182218597242685,0.183918149250688,0.293297989276672,0.281331112790882,0.256037909648032
CarboTaxol,0.122753100206781,0.0864480769982831,0.6419192104,0.131566527312243,0.227667737839652,0.0436568265461117,0.112037655068107,0.6140007472,0.0208992303614463,0.6784982621,0.146869150988793,0.0984569782441803,0.1709730363,0.1523438279853,0.169918187309909,0.102562433838926,0.202763002976514,0.0936608612524144,0.180778209704912,0.1699411509,0.0835342854337038,0.054557937355367,0.135784149645027,0.2534950685,0.111436617374942,0.323424404356494,0.101685803659875,0.0798743513,0.5211099258,0.163365317832532,0.110835408188427,0.0708384589307721,0.0286889424347156,1,0.145539467210823,0.0543892069197312,0.173874470276201,0.168120910389339,0.122612024357474,0.0453937582096899,0.229039960491156,0.141580873377977,0.295822438074547,0.100344770917371,0.0790126522357286,0.60272200751815,0.221840151669612,0.0720702622,0,0.0691290104,0.1769938123,0.8009887501,0.6160028502,0,0.1057165629,0.1057139581,0.5818133487,0,0.1106803806,0.0902435620793577,0,0,0.3107569765,0,0.7549849278,0.1546126027,0.2954117795,0.1289679877,0.1027271191,115.032046132863,178.651032905403,0.0499562585688633,0.0512417955141543,0.0602191502958452,0.0416268408683448,0.200418474945772,0.0728384024179895,0.0630461907028025,0.098833756076295,0.439552792008886,0.0884564063986987,0.0938512518475305,0.0961336567877495,0.0841855772562519,0.101478849924937
