0,428.9,410.4,8,8,5,2,1.18,1.58,0,0,0.987,0.9911,14.3136,0.086607,0.90641
0,457.7,?,7,?,3,?,3.88,?,0,?,0.99791,0.99435,0,0,0.81844
0,462.6,?,9,?,1,?,2.47,?,0,?,0.99071,0.99475,0,0,0.61544
0,?,362.4,?,6,?,5,?,3.11,?,0,0.99214,0.96137,0,0,0.15313
0,?,457.7,?,7,?,3,?,3.88,?,0,0.99232,0.993,0,0,0.81844
0,945.5,?,11,?,4,?,9.62,?,3,?,0.99923,0.99107,0,0.17992,0.50646
0,462.6,463.6,9,8,1,3,2.47,4.43,0,0,0.9996,0.99861,0,0.043846,0.39331
0,?,651.8,?,9,?,2,?,3.05,?,1,0.99961,0.99996,13.7293,0,0.65568
0,428.9,?,8,?,5,?,1.18,?,0,?,0.987,0.98986,0,0,0.28793
0,369.2,419.5,6,10,4,5,-2.34,2.12,0,0,0.99993,0.99987,0,0,1
0,?,513.6,?,10,?,1,?,2.63,?,1,0.99954,0.9996,62.0677,0,0.93656
0,462.6,473.9,9,8,1,2,2.47,4.51,0,0,0.99071,0.99987,1.0133,0,0.68915
0,457.5,?,7,?,1,?,1.67,?,0,?,0.97926,0.99985,0,0,0.23508
0,407.5,945.5,6,11,3,4,3.24,9.62,0,3,0.99876,0.99793,0,0.17992,0.45453
1,513.6,?,10,?,1,?,2.63,?,1,?,0.99391,0.99403,0,0,0.99909
1,?,462.6,?,9,?,1,?,2.47,?,0,0.98997,0.99146,0,0.12728,0.20597
0,?,413.5,?,4,?,0,?,5.44,?,1,0.99972,0.99848,0,0,0.0089018
0,?,457.7,?,7,?,3,?,3.88,?,0,0.99257,0.993,0,0,0.093403
0,412.5,?,8,?,2,?,0.59,?,0,?,0.98813,0.97795,0,0,0.47538
0,473.9,463.6,8,8,2,3,4.51,4.43,0,0,0.99594,0.98708,23.447,0,0.39113
1,462.6,463.6,9,8,1,3,2.47,4.43,0,0,0.99099,0.99831,0,0.043846,0.39331
0,945.5,?,11,?,4,?,9.62,?,3,?,0.9912,0.99635,0,0.17992,0.50646
1,588.6,379.5,13,5,3,3,0.03,3.18,2,0,0.99399,0.99873,0,0,0.35887
0,473.9,462.6,8,9,2,1,4.51,2.47,0,0,0.97928,0.97932,1.0133,0,0.68915
0,?,428.9,?,8,?,5,?,1.18,?,0,0.98858,0.98989,4.7833,0,0.26092
0,449,407.5,7,6,4,3,4.08,3.24,0,0,0.99087,0.9961,13.8637,0,0.89754
0,463.6,?,8,?,3,?,4.43,?,0,?,0.99827,0.9968,0,0.043846,0.077315
1,419.5,532.1,10,8,5,2,2.12,3.89,0,1,0.99998,0.98961,0,0,0.47107
0,945.5,263.2,11,7,4,4,9.62,-0.71,3,0,0.9997,0.99806,0,0,0.63741
0,263.2,945.5,7,11,4,4,-0.71,9.62,0,3,0.99164,0.99972,0,0,0.63741
1,475.4,457.7,6,7,1,3,5.84,3.88,1,0,0.97599,0.98526,9.1981,0,0.019826
0,?,778.9,?,12,?,2,?,5.94,?,3,0.99993,0.99383,0,0,0.84467
0,532.1,462.6,8,9,2,1,3.89,2.47,1,0,0.99982,0.99905,0,0.12728,0.11838
0,?,463.6,?,8,?,3,?,4.43,?,0,0.99961,0.99861,0,0,0.32236
0,513.6,?,10,?,1,?,2.63,?,1,?,0.97928,0.97204,0,0,0.44172
0,?,462.6,?,9,?,1,?,2.47,?,0,0.98944,0.99583,0,0,0.61544
0,463.6,?,8,?,3,?,4.43,?,0,?,0.99878,0.99064,0,0,0.13532
0,463.6,?,8,?,3,?,4.43,?,0,?,0.9992,0.99141,0,0,0.13156
0,513.6,?,10,?,1,?,2.63,?,1,?,0.97991,0.9937,0,0,0.571
0,407.5,410.4,6,8,3,2,3.24,1.58,0,0,0.99591,0.9866,14.3136,0.086607,0.90641
0,441.5,410.4,7,8,3,2,2.13,1.58,0,0,0.99515,0.99179,62.584,0,0.21619
0,421.5,?,8,?,2,?,0.73,?,0,?,0.97185,0.9966,12.2656,0,0.13266
0,462.6,?,9,?,1,?,2.47,?,0,?,0.99799,0.97689,0,0,0.81899
0,407.5,410.4,6,8,3,2,3.24,1.58,0,0,0.99126,0.99136,14.3136,0.086607,0.90641
0,407.5,457.5,6,7,3,1,3.24,1.67,0,0,0.99126,0.998,14.1345,0,0.74607
0,263.2,945.5,7,11,4,4,-0.71,9.62,0,3,0.99998,0.99995,0,0,0.63741
0,457.7,498.5,7,8,3,4,3.88,2.08,0,0,0.96264,0.99964,38.6267,0,0.43841
1,410.4,407.5,8,6,2,3,1.58,3.24,0,0,0.99018,0.99317,14.3136,0.086607,0.90641
0,532.1,419.5,8,10,2,5,3.89,2.12,1,0,0.98709,0.97946,0,0,0.47107
1,588.6,?,13,?,3,?,0.03,?,2,?,0.99115,0.99995,0,0,0.23684
0,419.5,428.9,10,8,5,5,2.12,1.18,0,0,0.96224,0.99961,0,0,0.74635
1,?,513.6,?,10,?,1,?,2.63,?,1,0.98857,0.98889,0,0,0.80273
1,473.9,428.9,8,8,2,5,4.51,1.18,0,0,0.99363,0.99971,3.3043,0.4854,0.90358
1,462.6,457.7,9,7,1,3,2.47,3.88,0,0,0.99342,0.99466,1.0133,0.27067,0.081919
0,412.5,?,8,?,2,?,0.59,?,0,?,0.99995,0.97323,0,0,0.83358
1,379.5,457.7,5,7,3,3,3.18,3.88,0,0,0.99996,0.97674,0,0.27172,0.12097
0,407.5,945.5,6,11,3,4,3.24,9.62,0,3,0.99163,0.99059,0,0.17992,0.45453
0,?,463.6,?,8,?,3,?,4.43,?,0,0.9999,0.99997,0,0,0.019199
0,?,348.8,?,8,?,3,?,2.01,?,0,0.98382,0.99808,0,0,0.91562
0,974.6,?,11,?,2,?,12.39,?,3,?,0.99906,0.9997,22.3928,0,0.80982
0,945.5,463.6,11,8,4,3,9.62,4.43,3,0,0.99263,0.091294,0,0.043283,0.11214
1,446.9,407.5,7,6,1,3,5.6,3.24,1,0,0.99897,0.98383,0,0.56912,0.53146
0,457.7,945.5,7,11,3,4,3.88,9.62,0,3,0.99873,0.99059,0,0,0.45468
0,407.5,?,6,?,3,?,3.24,?,0,?,0.9988,0.98714,1.1308,0,0.91594
1,392.4,?,7,?,2,?,1.97,?,0,?,0.98723,0.99995,0,0,0.18336
0,?,434.5,?,7,?,1,?,1.24,?,0,0.99969,0.99971,0,0.073112,0.63316
0,462.6,513.6,9,10,1,1,2.47,2.63,0,1,0.99563,0.99087,9.7968,0.1867,0.12458
1,462.6,449,9,7,1,4,2.47,4.08,0,0,0.99939,0.99488,9.5018,0.12728,0.545
0,465.6,348.8,9,8,1,3,2.59,2.01,0,0,0.98791,0.98773,0.77888,0,0.38648
1,449,428.9,7,8,4,5,4.08,1.18,0,0,0.99025,0.9996,13.8637,0,0.89754
0,?,407.5,?,6,?,3,?,3.24,?,0,0.99376,0.99471,1.1308,0,0.91594
0,473.9,441.5,8,7,2,3,4.51,2.13,0,0,0.99173,0.99553,14.0108,0.13596,0.095581
0,?,457.7,?,7,?,3,?,3.88,?,0,0.99628,0.99608,0,0,0.093403
0,441.5,945.5,7,11,3,4,2.13,9.62,0,3,0.99391,0.99674,0,0.17534,0.30871
1,?,974.6,?,11,?,2,?,12.39,?,3,0.97323,0.99716,22.3928,0,0.80982
0,457.7,945.5,7,11,3,4,3.88,9.62,0,3,0.99993,0.99995,0,0,0.45468
0,?,463.6,?,8,?,3,?,4.43,?,0,0.99961,0.99861,0,0.043846,0.077315
0,428.9,410.4,8,8,5,2,1.18,1.58,0,0,0.98986,0.9866,14.3136,0.086607,0.90641
0,?,419.5,?,10,?,5,?,2.12,?,0,0.99943,0.97413,0,0,0.73393
0,?,463.6,?,8,?,3,?,4.43,?,0,0.99993,0.99996,0,0,0.32236
0,945.5,463.6,11,8,4,3,9.62,4.43,3,0,0.99628,0.99534,0,0.043283,0.11214
0,428.9,?,8,?,5,?,1.18,?,0,?,0.96288,0.96281,0.57133,0.36812,0.82249
0,?,412.5,?,8,?,2,?,0.59,?,0,0.9688,0.99993,0,0,0.83358
1,485.9,945.5,8,11,2,4,4.49,9.62,0,3,0.99346,0.99674,0,0.19868,0.2955
0,?,778.9,?,12,?,2,?,5.94,?,3,0.99996,0.99839,0,0,0.84467
0,?,419.5,?,10,?,5,?,2.12,?,0,0.99983,0.99996,0,0,0.38832
0,428.9,485.9,8,8,5,2,1.18,4.49,0,0,0.99527,0.99641,0,0.5269,0.79807
0,?,428.9,?,8,?,5,?,1.18,?,0,0.98857,0.99954,0,0,0.43371
0,?,421.5,?,8,?,2,?,0.73,?,0,0.97943,0.98229,12.2656,0,0.13266
0,428.9,?,8,?,5,?,1.18,?,0,?,0.9996,0.98682,4.7833,0,0.26092
0,513.6,462.6,10,9,1,1,2.63,2.47,1,0,0.99976,0.99955,9.7968,0.1867,0.12458
0,419.5,263.2,10,7,5,4,2.12,-0.71,0,0,0.97778,0.99969,0,0,0.39721
0,?,?,?,?,?,?,?,?,?,?,0.99941,0.99995,0,0,0.10774
0,428.9,?,8,?,5,?,1.18,?,0,?,0.99405,0.99041,4.7833,0,0.26092
1,419.5,?,10,?,5,?,2.12,?,0,?,0.98558,0.98532,0,0,0.38832
0,?,513.6,?,10,?,1,?,2.63,?,1,0.98109,0.98346,0,0,0.80273
0,?,588.6,?,13,?,3,?,0.03,?,2,0.99987,0.99997,0,0,0.23684
0,?,463.6,?,8,?,3,?,4.43,?,0,0.99499,0.98675,0,0,0.13156
0,457.5,434.5,7,7,1,1,1.67,1.24,0,0,0.99785,0.99482,0,0,0.27137
0,457.7,513.6,7,10,3,1,3.88,2.63,0,1,0.99997,0.9987,11.6559,0,0.20068
0,?,463.6,?,8,?,3,?,4.43,?,0,0.99678,0.99804,0,0,0.075033
0,463.6,?,8,?,3,?,4.43,?,0,?,0.99804,0.99678,0,0,0.075033
0,434.5,?,7,?,1,?,1.24,?,0,?,0.99986,0.99982,0,0,0.16138
0,615.4,513.6,9,10,2,1,4.98,2.63,1,1,0.98013,0.99661,10.7685,0.063632,0.84614
0,457.7,412.5,7,8,3,2,3.88,0.59,0,0,0.99873,0.99355,0,0,0.19209
0,465.6,348.8,9,8,1,3,2.59,2.01,0,0,0.98186,0.99808,0.77888,0,0.38648
0,463.6,945.5,8,11,3,4,4.43,9.62,0,3,0.99804,0.99674,0,0.043283,0.11214
0,?,651.8,?,9,?,2,?,3.05,?,1,0.98602,0.99996,13.7293,0,0.65568
0,945.5,379.5,11,5,4,3,9.62,3.18,3,0,0.99793,0.99992,0,0.10085,0.32824
0,?,457.7,?,7,?,3,?,3.88,?,0,0.99041,0.99725,0.76114,0,0.17493
0,419.5,532.1,10,8,5,2,2.12,3.89,0,1,0.97946,0.98709,0,0,0.47107
0,498.5,457.7,8,7,4,3,2.08,3.88,0,0,0.97996,0.97473,38.6267,0,0.43841
0,428.9,?,8,?,5,?,1.18,?,0,?,0.96162,0.95994,0,0,1
0,974.6,507,11,9,2,2,12.39,4.29,3,1,0.99987,0.98673,0,0.10206,0.79833
0,513.6,462.6,10,9,1,1,2.63,2.47,1,0,0.99391,0.99907,9.7968,0.1867,0.12458
1,457.5,?,7,?,1,?,1.67,?,0,?,0.99693,0.99716,0,0,0.12807
0,945.5,?,11,?,4,?,9.62,?,3,?,0.99801,0.99379,0,0,0.59068
0,379.5,457.7,5,7,3,3,3.18,3.88,0,0,0.99571,0.99586,0,0.27172,0.12097
0,?,778.9,?,12,?,2,?,5.94,?,3,0.99908,0.96135,0,0,0.63896
0,?,434.5,?,7,?,1,?,1.24,?,0,0.99985,0.99988,0,0.073112,0.63316
0,421.5,457.7,6,7,3,3,4,3.88,0,0,0.9945,0.99997,2.9446,0,0.22725
0,428.9,?,8,?,5,?,1.18,?,0,?,0.99481,0.9907,4.7833,0,0.26092
0,419.5,428.9,10,8,5,5,2.12,1.18,0,0,0.9882,0.99574,0,0,0.74635
0,419.5,?,10,?,5,?,2.12,?,0,?,0.97413,0.99943,0,0,0.73393
1,?,?,?,?,?,?,?,?,?,?,0.96677,0.998,0,0,0.26756
0,441.5,410.4,7,8,3,2,2.13,1.58,0,0,0.99621,0.99598,62.584,0,0.21619
1,446.9,407.5,7,6,1,3,5.6,3.24,1,0,0.99956,0.99552,0,0.56912,0.53146
0,?,513.6,?,10,?,1,?,2.63,?,1,0.99606,0.99867,0,0,0.99909
0,462.6,513.6,9,10,1,1,2.47,2.63,0,1,0.99766,0.99213,9.7968,0.1867,0.12458
0,651.8,428.9,9,8,2,5,3.05,1.18,1,0,0.99509,0.99584,0,0.17992,0.14154
0,?,?,?,?,?,?,?,?,?,?,0.9875,0.9987,0,0,0.10774
1,419.5,?,10,?,5,?,2.12,?,0,?,0.99998,0.99853,0,0,0.38832
0,651.8,?,9,?,2,?,3.05,?,1,?,0.99934,0.99982,13.7293,0,0.65568
0,457.7,?,7,?,3,?,3.88,?,0,?,0.99452,0.99293,0,0,0.98423
0,457.7,462.6,7,9,3,1,3.88,2.47,0,0,0.99814,0.99766,1.0133,0.27067,0.081919
1,412.5,?,8,?,2,?,0.59,?,0,?,0.99993,0.99997,0,0,0.47538
0,434.5,457.5,7,7,1,1,1.24,1.67,0,0,0.99043,0.99932,0,0,0.27137
1,407.5,446.9,6,7,3,1,3.24,5.6,0,1,0.99552,0.99956,0,0.56912,0.53146
0,513.6,532.1,10,8,1,2,2.63,3.89,1,1,0.99906,0.99985,0,0.14496,0.99723
0,462.6,513.6,9,10,1,1,2.47,2.63,0,1,0.99955,0.99976,9.7968,0.1867,0.12458
0,419.5,?,10,?,5,?,2.12,?,0,?,0.99998,0.99742,0,0,0.73393
0,441.5,462.6,7,9,3,1,2.13,2.47,0,0,0.99997,0.99978,10.0175,0.1867,0.052737
0,428.9,473.9,8,8,5,2,1.18,4.51,0,0,0.99729,0.99594,3.3043,0.4854,0.90358
1,?,778.9,?,12,?,2,?,5.94,?,3,0.97795,0.9871,0,0,0.63896
0,945.5,?,11,?,4,?,9.62,?,3,?,0.99986,0.99996,0,0,0.27009
0,473.9,441.5,8,7,2,3,4.51,2.13,0,0,0.99146,0.98835,14.0108,0.13596,0.095581
0,428.9,?,8,?,5,?,1.18,?,0,?,0.9996,0.98231,0,0,1
0,?,463.6,?,8,?,3,?,4.43,?,0,0.9999,0.99997,0,0.043283,0.041115
0,?,457.5,?,7,?,1,?,1.67,?,0,0.99985,0.97926,0,0,0.23508
1,?,513.6,?,10,?,1,?,2.63,?,1,0.99108,0.99967,0,0,0.80273
0,?,421.5,?,8,?,2,?,0.73,?,0,0.9966,0.97185,12.2656,0,0.13266
1,457.7,421.5,7,6,3,3,3.88,4,0,0,0.99989,0.9999,2.9446,0,0.22725
0,507,?,9,?,2,?,4.29,?,1,?,0.98673,0.95914,0,0,0.62283
0,?,778.9,?,12,?,2,?,5.94,?,3,0.99995,0.98682,0,0,0.63896
0,441.5,473.9,7,8,3,2,2.13,4.51,0,0,0.98775,0.99092,14.0108,0.13596,0.095581
1,?,412.5,?,8,?,2,?,0.59,?,0,0.99628,0.9995,0,0,0.47538
0,485.9,428.9,8,8,2,5,4.49,1.18,0,0,0.9938,0.99168,0,0.5269,0.79807
0,457.5,434.5,7,7,1,1,1.67,1.24,0,0,0.99988,0.99988,0,0,0.27137
1,?,513.6,?,10,?,1,?,2.63,?,1,0.98152,0.99961,0,0,0.571
0,974.6,421.5,11,8,2,2,12.39,0.73,3,0,0.99984,0.98157,6.8492,0,0.72908
0,513.6,379.5,10,5,1,3,2.63,3.18,1,0,0.99087,0.99283,0,0.37576,0.75614
0,?,434.5,?,7,?,1,?,1.24,?,0,0.99985,0.99988,1.4434,0.18473,0.58028
1,651.8,778.9,9,12,2,2,3.05,5.94,1,3,0.99849,0.99839,0,0,0.77553
1,428.9,651.8,8,9,5,2,1.18,3.05,0,1,0.99916,0.99346,0,0.17992,0.14154
0,434.5,263.2,7,7,1,4,1.24,-0.71,0,0,0.99008,0.98906,0,0,0.49317
0,513.6,457.7,10,7,1,3,2.63,3.88,1,0,0.97494,0.99466,11.6559,0,0.20068
0,428.9,441.5,8,7,5,3,1.18,2.13,0,0,0.99969,0.99553,12.7235,0.086607,0.29198
1,651.8,462.6,9,9,2,1,3.05,2.47,1,0,0.98519,0.98831,0,0,0.68339
0,?,362.4,?,6,?,5,?,3.11,?,0,0.98382,0.99996,0,0,0.15313
0,379.5,945.5,5,11,3,4,3.18,9.62,0,3,0.99517,0.99944,0,0.10085,0.32824
0,945.5,412.5,11,8,4,2,9.62,0.59,3,0,0.99972,0.98988,0,0,0.32824
0,428.9,?,8,?,5,?,1.18,?,0,?,0.99729,0.99439,0,0,0.28793
0,?,?,?,?,?,?,?,?,?,?,0.99987,0.99997,0,0,0.10774
0,463.6,?,8,?,3,?,4.43,?,0,?,0.99861,0.99968,0,0,0.019199
0,441.5,945.5,7,11,3,4,2.13,9.62,0,3,0.98835,0.99923,0,0.17534,0.30871
0,413.5,?,4,?,0,?,5.44,?,1,?,0.9973,0.98935,0,0,0.0089018
0,?,462.6,?,9,?,1,?,2.47,?,0,0.9957,0.99979,0,0,0.61544
0,457.7,?,7,?,3,?,3.88,?,0,?,0.9987,0.99149,0,0,0.093403
0,412.5,457.7,8,7,2,3,0.59,3.88,0,0,0.98345,0.9608,0,0,0.19209
0,?,407.5,?,6,?,3,?,3.24,?,0,0.98905,0.99885,1.1308,0,0.91594
0,?,428.9,?,8,?,5,?,1.18,?,0,0.99716,0.99349,0,0,0.28793
0,428.9,463.6,8,8,5,3,1.18,4.43,0,0,0.99168,0.99952,0,0,0.53166
0,?,?,?,?,?,?,?,?,?,?,0.99973,0.99998,0,0,0.29036
0,463.6,?,8,?,3,?,4.43,?,0,?,0.99861,0.99969,0,0,1
0,?,434.5,?,7,?,1,?,1.24,?,0,0.98647,0.9875,0,0,0.16138
0,457.5,?,7,?,1,?,1.67,?,0,?,0.99919,0.99167,22.8744,0,0.82263
0,457.7,?,7,?,3,?,3.88,?,0,?,0.99993,0.99456,0,0,0.98423
0,434.5,?,7,?,1,?,1.24,?,0,?,0.99971,0.99969,0,0.073112,0.63316
0,513.6,532.1,10,8,1,2,2.63,3.89,1,1,0.86791,0.99982,0,0.14496,0.99723
1,419.5,470.5,10,11,5,3,2.12,4.12,0,1,0.99995,0.99969,0,0,0.5466
0,513.6,?,10,?,1,?,2.63,?,1,?,0.99987,0.99986,0,0,0.571
0,457.5,434.5,7,7,1,1,1.67,1.24,0,0,0.9995,0.99316,0,0,0.27137
0,434.5,?,7,?,1,?,1.24,?,0,?,0.99988,0.99986,0,0,0.16138
1,407.5,485.9,6,8,3,2,3.24,4.49,0,0,0.99923,0.99346,0,0.5269,0.53146
0,473.9,428.9,8,8,2,5,4.51,1.18,0,0,0.97824,0.96658,3.3043,0.4854,0.90358
0,463.6,?,8,?,3,?,4.43,?,0,?,0.99997,0.9999,0,0.043283,0.041115
1,473.9,428.9,8,8,2,5,4.51,1.18,0,0,0.99726,0.99349,3.3043,0.4854,0.90358
0,513.6,457.7,10,7,1,3,2.63,3.88,1,0,0.99661,0.99608,11.6559,0,0.20068
0,463.6,?,8,?,3,?,4.43,?,0,?,0.99895,0.99726,0,0.043846,0.077315
0,362.4,?,6,?,5,?,3.11,?,0,?,0.99973,0.98668,0,0,0.15313
0,462.6,945.5,6,11,0,4,4.8,9.62,0,3,0.98888,0.98894,0,0,0.48627
1,?,651.8,?,9,?,2,?,3.05,?,1,0.99998,0.99995,0,0,0.39184
0,463.6,?,8,?,3,?,4.43,?,0,?,0.99986,0.95994,0,0,1
0,?,463.6,?,8,?,3,?,4.43,?,0,0.99992,0.99996,15.858,0,0.41423
0,457.7,498.5,7,8,3,4,3.88,2.08,0,0,0.97473,0.97996,38.6267,0,0.43841
0,?,463.6,?,8,?,3,?,4.43,?,0,0.99121,0.99831,0,0,0.13156
0,?,507,?,9,?,2,?,4.29,?,1,0.9875,0.99184,0,0,0.62283
0,457.7,462.6,7,9,3,1,3.88,2.47,0,0,0.99586,0.99735,1.0133,0.27067,0.081919
0,434.5,457.5,7,7,1,1,1.24,1.67,0,0,0.97807,0.99959,0,0,0.27137
0,457.7,507,7,9,3,2,3.88,4.29,0,1,0.98526,0.99987,0,0,0.40157
1,?,434.5,?,7,?,1,?,1.24,?,0,0.99995,0.98824,0,0,0.16138
0,?,457.7,?,7,?,3,?,3.88,?,0,0.99599,0.99902,0.76114,0,0.17493
1,?,945.5,?,11,?,4,?,9.62,?,3,0.99528,0.99632,0,0.17992,0.50646
0,462.6,449,9,7,1,4,2.47,4.08,0,0,0.99878,0.99419,9.5018,0.12728,0.545
0,945.5,457.7,11,7,4,3,9.62,3.88,3,0,0.99964,0.96573,0,0,0.45468
0,?,974.6,?,11,?,2,?,12.39,?,3,0.9999,0.99996,22.3928,0,0.80982
1,407.5,485.9,6,8,3,2,3.24,4.49,0,0,0.99776,0.99517,0,0.5269,0.53146
0,428.9,419.5,8,10,5,5,1.18,2.12,0,0,0.99961,0.96224,0,0,0.74635
0,449,407.5,7,6,4,3,4.08,3.24,0,0,0.99544,0.99591,13.8637,0,0.89754
0,462.6,441.5,9,7,1,3,2.47,2.13,0,0,0.99915,0.99553,10.0175,0.1867,0.052737
1,457.7,?,7,?,3,?,3.88,?,0,?,0.99781,0.99738,38.6267,0,0.10452
0,945.5,?,11,?,4,?,9.62,?,3,?,0.99774,0.99462,0,0.17992,0.50646
0,945.5,463.6,11,8,4,3,9.62,4.43,3,0,0.9996,0.99861,0,0.043283,0.11214
0,?,945.5,?,11,?,4,?,9.62,?,3,0.99339,0.99922,0,0.17992,0.50646
0,651.8,778.9,9,12,2,2,3.05,5.94,1,3,0.99995,0.97216,0,0,0.77553
0,?,407.5,?,6,?,3,?,3.24,?,0,0.98147,0.98248,0,0,1
0,457.7,?,7,?,3,?,3.88,?,0,?,0.99873,0.9905,0,0,0.093403
0,457.7,485.9,7,8,3,2,3.88,4.49,0,0,0.99873,0.99311,10.1008,0,0.076837
1,?,651.8,?,9,?,2,?,3.05,?,1,0.99374,0.99189,0,0,0.39184
0,?,428.9,?,8,?,5,?,1.18,?,0,0.99551,0.98874,4.7833,0,0.26092
0,413.5,?,4,?,0,?,5.44,?,1,?,0.98327,0.98668,0,0,0.0089018
0,428.9,412.5,8,8,5,2,1.18,0.59,0,0,0.98025,0.99966,0,0,0.27323
0,457.7,?,7,?,3,?,3.88,?,0,?,0.99911,0.98714,0,0,0.98423
0,?,945.5,?,11,?,4,?,9.62,?,3,0.99673,0.99879,0,0,0.59068
1,?,434.5,?,7,?,1,?,1.24,?,0,0.99628,0.9687,0,0,0.16138
0,?,457.7,?,7,?,3,?,3.88,?,0,0.99584,0.99485,0,0,0.093403
0,?,463.6,?,8,?,3,?,4.43,?,0,0.99108,0.99778,0,0,0.13532
0,457.7,404.4,7,7,3,3,3.88,4.29,0,0,0.99515,0.99762,85.9476,0,0.27256
0,513.6,462.6,10,9,1,1,2.63,2.47,1,0,0.99987,0.96147,9.7968,0.1867,0.12458
0,778.9,?,12,?,2,?,5.94,?,3,?,0.96274,0.99214,0,0,0.63896
0,412.5,?,8,?,2,?,0.59,?,0,?,0.99342,0.99968,0,0,0.83358
0,?,513.6,?,10,?,1,?,2.63,?,1,0.97204,0.97928,0,0,0.44172
0,457.7,?,7,?,3,?,3.88,?,0,?,0.99993,0.99999,0,0,0.093403
0,?,463.6,?,8,?,3,?,4.43,?,0,0.97476,0.98824,0,0.043846,0.077315
0,?,?,?,?,?,?,?,?,?,?,0.99854,0.99996,0,0,0.10774
1,457.7,974.6,7,11,3,2,3.88,12.39,0,3,0.97343,0.97375,0,0,0.59879
0,?,434.5,?,7,?,1,?,1.24,?,0,0.99663,0.99638,0,0.073112,0.63316
1,?,114.2,?,2,?,4,?,-0.62,?,0,0.99995,0.96417,0,0,1
0,?,462.6,?,9,?,1,?,2.47,?,0,0.98864,0.97932,0,0,0.15483
0,945.5,?,11,?,4,?,9.62,?,3,?,0.99572,0.99509,0,0,0.89103
0,407.5,945.5,6,11,3,4,3.24,9.62,0,3,0.9988,0.99879,0,0.17992,0.45453
0,473.9,462.6,8,9,2,1,4.51,2.47,0,0,0.99594,0.99751,1.0133,0,0.68915
0,485.9,428.9,8,8,2,5,4.49,1.18,0,0,0.99448,0.99971,0,0.5269,0.79807
0,457.7,485.9,7,8,3,2,3.88,4.49,0,0,0.99592,0.99073,10.1008,0,0.076837
