Gene1	Gene2	qval
RPL13	RPL11	0.00115791627493082
RPL15	RPL11	0.00115791627493082
RPL18	RPL11	0.00115791627493082
RPL13	RPL12	0.00115791627493082
RPL15	RPL12	0.00115791627493082
RPL18	RPL12	0.00115791627493082
RPL15	RPL13	0.00115791627493082
RPL18	RPL13	0.00115791627493082
RPL18	RPL15	0.00115791627493082
RPS9	RPS8	0.00115791627493082
RPS10	RPS8	0.00115791627493082
RPS11	RPS8	0.00115791627493082
RPS12	RPS8	0.00115791627493082
RPS13	RPS8	0.00115791627493082
RPS14	RPS8	0.00115791627493082
RPS15A	RPS8	0.00115791627493082
RPS16	RPS8	0.00115791627493082
RPS10	RPS9	0.00115791627493082
RPS11	RPS9	0.00115791627493082
RPS12	RPS9	0.00115791627493082
RPS13	RPS9	0.00115791627493082
RPS14	RPS9	0.00115791627493082
RPS15	RPS9	0.00115791627493082
RPS15A	RPS9	0.00115791627493082
RPS16	RPS9	0.00115791627493082
RPS11	RPS10	0.00115791627493082
RPS12	RPS10	0.00115791627493082
RPS13	RPS10	0.00115791627493082
RPS14	RPS10	0.00115791627493082
RPS15	RPS10	0.00115791627493082
RPS15A	RPS10	0.00115791627493082
RPS16	RPS10	0.00115791627493082
RPS12	RPS11	0.00115791627493082
RPS13	RPS11	0.00115791627493082
RPS14	RPS11	0.00115791627493082
RPS15A	RPS11	0.00115791627493082
RPS16	RPS11	0.00115791627493082
RPS13	RPS12	0.00115791627493082
RPS14	RPS12	0.00115791627493082
RPS15A	RPS12	0.00115791627493082
RPS16	RPS12	0.00115791627493082
RPS14	RPS13	0.00115791627493082
RPS15	RPS13	0.00115791627493082
RPS15A	RPS13	0.00115791627493082
RPS16	RPS13	0.00115791627493082
RPS15	RPS14	0.00115791627493082
RPS15A	RPS14	0.00115791627493082
RPS16	RPS14	0.00115791627493082
RPS15A	RPS15	0.00115791627493082
RPS16	RPS15	0.00115791627493082
RPS16	RPS15A	0.00115791627493082
SCNN1G	SCNN1D	0.00115791627493082
SELL	SELE	0.00115791627493082
SMARCD2	SMARCD1	0.00115791627493082
SMARCE1	SMARCD3	0.00115791627493082
SNCA	SNCB	0.00115791627493082
SAP30BP	SNCA	0.00115791627493082
SNRPC	SNRNP70	0.00115791627493082
SNRPD1	SNRNP70	0.00115791627493082
SNRPA1	SNRPA	0.00115791627493082
SNRPB2	SNRPA1	0.00115791627493082
SNRPC	SNRPA1	0.00115791627493082
SNRPD1	SNRPA1	0.00115791627493082
SF3B6	SNRPA1	0.00115791627493082
SNRPC	SNRPB	0.00115791627493082
SNRPD1	SNRPB	0.00115791627493082
SF3B6	SNRPB2	0.00115791627493082
SF3B6	SNRPD1	0.00115791627493082
SREBF2	SREBF1	0.00115791627493082
SRP72	SRP68	0.00115791627493082
TROVE2	TRIM21	0.00115791627493082
SSB	TROVE2	0.00115791627493082
SSR4	SSR1	0.00115791627493082
SSR4	SSR3	0.00115791627493082
SUPT5H	SUPT4H1	0.00115791627493082
SYT4	SYT1	0.00115791627493082
TBCE	TBCD	0.00115791627493082
CORO2A	TBL1X	0.00115791627493082
TCEB2	TCEB1	0.00115791627493082
TCEB3	TCEB1	0.00115791627493082
TCEB3	TCEB2	0.00115791627493082
TERF2	TERF1	0.00115791627493082
TERT	TERF1	0.00115791627493082
TFCP2	TFAP4	0.00115791627493082
NR2F1	TFAP4	0.00115791627493082
TGFBR2	TGFBR1	0.00115791627493082
TGFBR3	TGFBR2	0.00115791627493082
TRAF3	TRAF2	0.00115791627493082
TRAF5	TRAF2	0.00115791627493082
TRAF6	TRAF2	0.00115791627493082
TRAF5	TRAF3	0.00115791627493082
TRAF6	TRAF5	0.00115791627493082
UBC	UBB	0.00115791627493082
USP1	UBB	0.00115791627493082
UBA1	UBC	0.00115791627493082
UBA7	UBC	0.00115791627493082
UBE2A	UBC	0.00115791627493082
UBE2B	UBC	0.00115791627493082
UBE2D1	UBC	0.00115791627493082
UQCRFS1	UBC	0.00115791627493082
UROD	UBC	0.00115791627493082
USF1	UBC	0.00115791627493082
USF2	UBC	0.00115791627493082
USP1	UBC	0.00115791627493082
UBE2A	UBA1	0.00115791627493082
UBE2B	UBA1	0.00115791627493082
UBE2D1	UBA1	0.00115791627493082
USP1	UBE2A	0.00115791627493082
UBE2D1	UBE2B	0.00115791627493082
USF2	USF1	0.00115791627493082
VCP	VCL	0.00115791627493082
CUL4A	CUL4B	0.00115791627493082
CUL3	CUL4B	0.00115791627493082
CUL3	CUL4A	0.00115791627493082
EIF3B	EIF3A	0.00115791627493082
EIF3C	EIF3A	0.00115791627493082
EIF3D	EIF3A	0.00115791627493082
EIF3C	EIF3B	0.00115791627493082
EIF3D	EIF3B	0.00115791627493082
EIF3D	EIF3C	0.00115791627493082
RNGTT	RNMT	0.00115791627493082
CRADD	RIPK1	0.00115791627493082
SUCLG1	SUCLG2	0.00115791627493082
SUCLA2	SUCLG1	0.00115791627493082
SRRM1	FUBP1	0.00115791627493082
TAF1B	TAF1C	0.00115791627493082
TAF1A	TAF1C	0.00115791627493082
TAF1A	TAF1B	0.00115791627493082
SIRT1	PIAS2	0.00115791627493082
VAPA	VAPB	0.00115791627493082
DLGAP1	DLGAP2	0.00115791627493082
CBX7	UBE4A	0.00115791627493082
COPG2	MAGED1	0.00115791627493082
SRRM2	RBM39	0.00115791627493082
NUP62	G3BP2	0.00115791627493082
FAM3C	FLOT1	0.00115791627493082
CCT4	CCT7	0.00115791627493082
HSPBP1	DRAP1	0.00115791627493082
POLR3C	POLR3G	0.00115791627493082
GADD45G	UTP14A	0.00115791627493082
RAB3GAP2	PAXIP1	0.00115791627493082
SIRT3	SIRT5	0.00115791627493082
SIRT3	SIRT4	0.00115791627493082
GORASP2	NUP62	0.00115791627493082
DDX56	EHD2	0.00115791627493082
TMBIM4	EIF3L	0.00115791627493082
LSM8	LSM7	0.00115791627493082
PLEKHA4	RIF1	0.00115791627493082
NUP107	NUP133	0.00115791627493082
BEND3	SMARCAD1	0.00115791627493082
SH3RF1	SEMA6A	0.00115791627493082
TRIM63	TRIM55	0.00115791627493082
APRT	APP	0.00135914638484598
AVPR1A	AVP	0.00135914638484598
PES1	BLMH	0.00135914638484598
BMPR1B	BMPR1A	0.00135914638484598
CAPZA2	CAPZA1	0.00135914638484598
CD79B	CD79A	0.00135914638484598
CREBBP	CREB1	0.00135914638484598
CREM	CREB1	0.00135914638484598
CREBBP	ATF2	0.00135914638484598
CREM	CREBBP	0.00135914638484598
SERPINB1	ELANE	0.00135914638484598
ACSL4	ACSL3	0.00135914638484598
FBN1	FBLN2	0.00135914638484598
FBN2	FBN1	0.00135914638484598
FHL2	FHL1	0.00135914638484598
GNAS	GNAQ	0.00135914638484598
GTF2A2	GTF2A1	0.00135914638484598
HLA-DMB	HLA-DMA	0.00135914638484598
HLA-DRB1	HLA-DRA	0.00135914638484598
HLA-DRB5	HLA-DRA	0.00135914638484598
IL4R	IL4	0.00135914638484598
INPP5D	IL4R	0.00135914638484598
INPPL1	INPP5D	0.00135914638484598
ITGA4	INPPL1	0.00135914638484598
LCP2	LCK	0.00135914638484598
LDHB	LDHA	0.00135914638484598
MAP1B	MAP1A	0.00135914638484598
PFDN4	PFDN2	0.00135914638484598
PFDN5	PFDN2	0.00135914638484598
PFDN5	PFDN4	0.00135914638484598
PFKM	PFKL	0.00135914638484598
PFKP	PFKL	0.00135914638484598
PFKP	PFKM	0.00135914638484598
PPP1R2	PPP1CB	0.00135914638484598
PPP1R2	PPP1CC	0.00135914638484598
PPP1R3C	PPP1CC	0.00135914638484598
PPP2R5C	PPP2R5A	0.00135914638484598
PSEN2	PSEN1	0.00135914638484598
PSMA5	PSEN1	0.00135914638484598
PSMB1	PSEN1	0.00135914638484598
PSMA2	PSMA1	0.00135914638484598
PSMA3	PSMA1	0.00135914638484598
PSMA4	PSMA1	0.00135914638484598
PSMA5	PSMA1	0.00135914638484598
PSMA6	PSMA1	0.00135914638484598
PSMA7	PSMA1	0.00135914638484598
PSMB1	PSMA1	0.00135914638484598
PSMB2	PSMA1	0.00135914638484598
PSMB4	PSMA1	0.00135914638484598
PSMB5	PSMA1	0.00135914638484598
PSMB6	PSMA1	0.00135914638484598
PSMB7	PSMA1	0.00135914638484598
PSMA3	PSMA2	0.00135914638484598
PSMA4	PSMA2	0.00135914638484598
PSMA5	PSMA2	0.00135914638484598
PSMA6	PSMA2	0.00135914638484598
PSMA7	PSMA2	0.00135914638484598
PSMB1	PSMA2	0.00135914638484598
PSMB2	PSMA2	0.00135914638484598
PSMB4	PSMA2	0.00135914638484598
PSMB5	PSMA2	0.00135914638484598
PSMB6	PSMA2	0.00135914638484598
PSMB7	PSMA2	0.00135914638484598
PSMA4	PSMA3	0.00135914638484598
PSMA5	PSMA3	0.00135914638484598
PSMA6	PSMA3	0.00135914638484598
PSMA7	PSMA3	0.00135914638484598
PSMB1	PSMA3	0.00135914638484598
PSMB2	PSMA3	0.00135914638484598
PSMB4	PSMA3	0.00135914638484598
PSMB5	PSMA3	0.00135914638484598
PSMB6	PSMA3	0.00135914638484598
PSMB7	PSMA3	0.00135914638484598
PSMA5	PSMA4	0.00135914638484598
PSMA6	PSMA4	0.00135914638484598
PSMA7	PSMA4	0.00135914638484598
PSMB1	PSMA4	0.00135914638484598
PSMB2	PSMA4	0.00135914638484598
PSMB4	PSMA4	0.00135914638484598
PSMB5	PSMA4	0.00135914638484598
PSMB6	PSMA4	0.00135914638484598
PSMB7	PSMA4	0.00135914638484598
PSMA6	PSMA5	0.00135914638484598
PSMA7	PSMA5	0.00135914638484598
PSMB1	PSMA5	0.00135914638484598
PSMB2	PSMA5	0.00135914638484598
PSMB4	PSMA5	0.00135914638484598
PSMB5	PSMA5	0.00135914638484598
PSMB6	PSMA5	0.00135914638484598
PSMB7	PSMA5	0.00135914638484598
PSMA7	PSMA6	0.00135914638484598
PSMB1	PSMA6	0.00135914638484598
PSMB2	PSMA6	0.00135914638484598
PSMB4	PSMA6	0.00135914638484598
PSMB5	PSMA6	0.00135914638484598
PSMB6	PSMA6	0.00135914638484598
PSMB7	PSMA6	0.00135914638484598
PSMB1	PSMA7	0.00135914638484598
PSMB2	PSMA7	0.00135914638484598
PSMB4	PSMA7	0.00135914638484598
PSMB5	PSMA7	0.00135914638484598
PSMB6	PSMA7	0.00135914638484598
PSMB7	PSMA7	0.00135914638484598
PSMB2	PSMB1	0.00135914638484598
PSMB4	PSMB1	0.00135914638484598
PSMB5	PSMB1	0.00135914638484598
PSMB6	PSMB1	0.00135914638484598
PSMB7	PSMB1	0.00135914638484598
PSMB4	PSMB2	0.00135914638484598
PSMB5	PSMB2	0.00135914638484598
PSMB6	PSMB2	0.00135914638484598
PSMB7	PSMB2	0.00135914638484598
PSMB5	PSMB4	0.00135914638484598
PSMB6	PSMB4	0.00135914638484598
PSMB7	PSMB4	0.00135914638484598
PSMB6	PSMB5	0.00135914638484598
PSMB7	PSMB5	0.00135914638484598
PSMB7	PSMB6	0.00135914638484598
RAD51B	RAD51C	0.00135914638484598
RLF	RIT2	0.00135914638484598
RLF	RIT1	0.00135914638484598
SEMG2	SEMG1	0.00135914638484598
SOD2	SOD1	0.00135914638484598
TAF2	TAF1L	0.00135914638484598
UBE2V2	UBE2L3	0.00135914638484598
UBE3A	UBE2L3	0.00135914638484598
UCHL3	UBE2L3	0.00135914638484598
UBE2V2	UBE2N	0.00135914638484598
UBTF	SUMO1	0.00135914638484598
PAAF1	VASP	0.00135914638484598
EIF2B3	EIF2B4	0.00135914638484598
EIF2B2	EIF2B4	0.00135914638484598
EIF2B2	EIF2B3	0.00135914638484598
SAE1	UBA2	0.00135914638484598
ARFGEF1	ARFGEF2	0.00135914638484598
KDM1A	SLU7	0.00135914638484598
KHDRBS1	KHDRBS3	0.00135914638484598
NUDT3	NUDT5	0.00135914638484598
IKZF2	IKZF3	0.00135914638484598
MLC1	KDM1A	0.00135914638484598
CHRAC1	POLE3	0.00135914638484598
MRPL11	MRPL32	0.00135914638484598
AGO4	AGO3	0.00135914638484598
ADCYAP1R1	ADCYAP1	0.0022874522490055
CALCR	CALCA	0.0022874522490055
CALM1	CALCR	0.0022874522490055
CALM1	CALD1	0.0022874522490055
CDK6	CDK4	0.0022874522490055
CDK7	CDK4	0.0022874522490055
CDK7	CDK6	0.0022874522490055
CHD4	CHD3	0.0022874522490055
CRYGD	CRYGC	0.0022874522490055
CSNK1D	CSNK1A1	0.0022874522490055
CSNK1E	CSNK1A1	0.0022874522490055
CSNK1E	CSNK1D	0.0022874522490055
CTBP2	CTBP1	0.0022874522490055
DAZL	DAZ1	0.0022874522490055
DDB2	DDB1	0.0022874522490055
EIF5	EIF4G2	0.0022874522490055
FYN	FYB	0.0022874522490055
GNRHR	GNRH1	0.0022874522490055
KCNC2	KCNC1	0.0022874522490055
KCNJ16	KCNJ2	0.0022874522490055
KCNJ16	KCNJ15	0.0022874522490055
KCNMB1	KCNMA1	0.0022874522490055
SMAD3	SMAD2	0.0022874522490055
SMAD4	SMAD2	0.0022874522490055
SMAD5	SMAD2	0.0022874522490055
SMAD6	SMAD2	0.0022874522490055
SMAD4	SMAD3	0.0022874522490055
SMAD5	SMAD3	0.0022874522490055
SMAD5	SMAD4	0.0022874522490055
SMAD6	SMAD4	0.0022874522490055
SMAD6	SMAD5	0.0022874522490055
MAFG	MAF	0.0022874522490055
MMP14	MMP13	0.0022874522490055
NCF4	NCF2	0.0022874522490055
PRKAR1B	PRKAR1A	0.0022874522490055
RABGGTB	RAB27A	0.0022874522490055
RPL23A	RPL22	0.0022874522490055
RPL24	RPL22	0.0022874522490055
RPL30	RPL22	0.0022874522490055
RPL24	RPL23A	0.0022874522490055
RPL30	RPL23A	0.0022874522490055
RPL30	RPL27	0.0022874522490055
RPL32	RPL29	0.0022874522490055
RPS19	RPS18	0.0022874522490055
RPS20	RPS18	0.0022874522490055
RPS21	RPS18	0.0022874522490055
RPS23	RPS18	0.0022874522490055
RPS24	RPS18	0.0022874522490055
RPS20	RPS19	0.0022874522490055
RPS21	RPS19	0.0022874522490055
RPS23	RPS19	0.0022874522490055
RPS24	RPS19	0.0022874522490055
RPS21	RPS20	0.0022874522490055
RPS23	RPS20	0.0022874522490055
RPS24	RPS20	0.0022874522490055
RPS23	RPS21	0.0022874522490055
RPS24	RPS21	0.0022874522490055
RPS24	RPS23	0.0022874522490055
RYR3	RYR2	0.0022874522490055
S100A4	S100A1	0.0022874522490055
S100B	S100A1	0.0022874522490055
S100P	S100A1	0.0022874522490055
S100P	S100A2	0.0022874522490055
S100B	S100A4	0.0022874522490055
S100P	S100A4	0.0022874522490055
S100B	S100A6	0.0022874522490055
S100A9	S100A8	0.0022874522490055
S100B	S100A11	0.0022874522490055
CCL8	CCL2	0.0022874522490055
CCL11	CCL2	0.0022874522490055
CCL13	CCL2	0.0022874522490055
SGCB	SGCA	0.0022874522490055
SGCD	SGCA	0.0022874522490055
SGCD	SGCB	0.0022874522490055
SGCG	SGCB	0.0022874522490055
SGCG	SGCD	0.0022874522490055
SHMT2	SHMT1	0.0022874522490055
SKP2	SKP1	0.0022874522490055
STXBP1	STX1A	0.0022874522490055
STXBP1	STX3	0.0022874522490055
STXBP1	STX4	0.0022874522490055
STXBP3	STXBP2	0.0022874522490055
TAF6	TAF5	0.0022874522490055
TAP2	TAP1	0.0022874522490055
TAPBP	TAP1	0.0022874522490055
TAPBP	TAP2	0.0022874522490055
TNFRSF1A	TNFAIP3	0.0022874522490055
TRPC6	TRPC5	0.0022874522490055
TRPM2	TRPC6	0.0022874522490055
VDAC3	VDAC2	0.0022874522490055
UBE2M	UBA3	0.0022874522490055
EPC2	MORF4L2	0.0022874522490055
ARPC4	ARPC5	0.0022874522490055
ARPC3	ARPC5	0.0022874522490055
ARPC3	ARPC4	0.0022874522490055
MOB4	CCT2	0.0022874522490055
HSPA4L	PHLDA1	0.0022874522490055
AP2A2	AP2A1	0.00497838113937186
AP2B1	AP2A2	0.00497838113937186
BIN1	AMPH	0.00497838113937186
CABIN1	AMPH	0.00497838113937186
BBS2	BBS1	0.00497838113937186
BBS4	BBS1	0.00497838113937186
BHMT	BBS1	0.00497838113937186
BHMT	BBS2	0.00497838113937186
BHMT	BBS4	0.00497838113937186
BRCA2	BRCA1	0.00497838113937186
HIVEP1	BRCA1	0.00497838113937186
BUB1B	BUB1	0.00497838113937186
CASP3	CASP1	0.00497838113937186
CASP3	CASP2	0.00497838113937186
CD80	CD28	0.00497838113937186
COL4A6	COL4A5	0.00497838113937186
CSNK2A2	CSNK2A1	0.00497838113937186
CSNK2B	CSNK2A1	0.00497838113937186
CSNK2B	CSNK2A2	0.00497838113937186
CYP1A1	CYB5A	0.00497838113937186
CYBB	CYBA	0.00497838113937186
ETFB	ETFA	0.00497838113937186
FANCC	FANCA	0.00497838113937186
FANCE	FANCA	0.00497838113937186
FANCD2	FANCC	0.00497838113937186
FANCE	FANCC	0.00497838113937186
FANCE	FANCD2	0.00497838113937186
FGB	FGA	0.00497838113937186
FGFR1	FGF1	0.00497838113937186
FGFR3	FGF1	0.00497838113937186
FGFR1	FGF2	0.00497838113937186
FGFR3	FGF2	0.00497838113937186
FGFR1	FGF3	0.00497838113937186
FGFR3	FGF3	0.00497838113937186
GRPR	GRP	0.00497838113937186
KCNA2	KCNA1	0.00497838113937186
KCNA3	KCNA1	0.00497838113937186
KCNA4	KCNA1	0.00497838113937186
KCNA3	KCNA2	0.00497838113937186
KCNA4	KCNA2	0.00497838113937186
KCNA4	KCNA3	0.00497838113937186
KCNH1	KCNF1	0.00497838113937186
KRT5	KRT3	0.00497838113937186
MAT2A	MAT1A	0.00497838113937186
MCM3	MCM2	0.00497838113937186
MCM4	MCM2	0.00497838113937186
MCM4	MCM3	0.00497838113937186
NDUFB10	NDUFB7	0.00497838113937186
NDUFB10	NDUFB9	0.00497838113937186
PCNT	PCM1	0.00497838113937186
PDGFRB	PDGFRA	0.00497838113937186
PDK2	PDK1	0.00497838113937186
PLD1	PLCG1	0.00497838113937186
PLD2	PLCG1	0.00497838113937186
PLD1	PLCG2	0.00497838113937186
SERPINF2	PLG	0.00497838113937186
PSMC4	PSMC3	0.00497838113937186
PSMC5	PSMC3	0.00497838113937186
PSMC6	PSMC3	0.00497838113937186
PSMC5	PSMC4	0.00497838113937186
PSMC6	PSMC4	0.00497838113937186
PSMC6	PSMC5	0.00497838113937186
PSMD3	PSMD2	0.00497838113937186
PSMD4	PSMD2	0.00497838113937186
PSMD5	PSMD2	0.00497838113937186
PSMD4	PSMD3	0.00497838113937186
PSMD5	PSMD4	0.00497838113937186
PTPRE	PTPRD	0.00497838113937186
PTPRF	PTPRD	0.00497838113937186
RPL4	RPL3	0.00497838113937186
RPL5	RPL3	0.00497838113937186
RPL5	RPL4	0.00497838113937186
RPS6	RPS5	0.00497838113937186
